,Year,Type,Area,Gender,Species
3128,1978,Unprovoked,Western Cape Province,Male,White shark
3129,1978,Unprovoked,KwaZulu-Natal,Male,Thought to involve a blacktip shark
3130,1978,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
3131,1978,Unprovoked,Florida,Female,Unidentified Species
3132,1978,Unprovoked,Malampa Province,Female,Unidentified Species
3133,1977,Sea Disaster,Hawaii,Male,Unidentified Species
3134,1977,Unprovoked,Florida,Male,Unidentified Species
3135,1977,Unprovoked,Eastern Cape Province,Male,"Tiger shark, 3 m [10']"
3136,1977,Boat,Western Cape Province,Unrecorded Gender,3 m [10'] white shark (Tooth  recovered from boat)
3137,1977,Provoked,Western Cape Province,Male,1.5 to 2 m [5' to 6.75'] shark
3138,1977,Unprovoked,Western Cape Province,Male,"White shark, 5 m [16.5'] "
3139,1977,Unprovoked,South Australia,Male,White shark
3140,1977,Unprovoked,Queensland,Male,Unidentified Species
3141,1977,Boat,Western Cape Province,Male,White shark
3142,1977,Unprovoked,California,Male,"White shark, 5.5 m to 6 m [18' to 20']  "
3143,1977,Arbitrary incident,Florida,Male,Shark involvement not confirmed
3144,1977,Sea Disaster,California,Male,Unidentified Species
3145,1977,Provoked,Florida,Male,"Bull shark, 8"
3146,1977,Unprovoked,Texas,Male,"Bull shark, 4' to 5' "
3147,1977,Boat,Western Cape Province,Male,"Mako shark, 2.3 m, 150-kg  "
3148,1977,Arbitrary incident,Queensland,Male,Unidentified Species
3149,1977,Unprovoked,Queensland,Male,Unidentified Species
3150,1977,Unprovoked,Hawaii,Male,1.2 m [4'] shark
3151,1977,Unprovoked,Western Cape Province,Male,Unidentified Species
3152,1977,Sea Disaster,Queensland,Male,Unidentified Species
3153,1977,Sea Disaster,Queensland,Male,Unidentified Species
3154,1977,Sea Disaster,Queensland,Male,Unidentified Species
3155,1977,Unprovoked,New South Wales,Male,4 m [13'] shark
3156,1977,Arbitrary incident,Victoria,Male,Shark involvement prior to death was not confirmed
3157,1977,Unprovoked,Non-Registered Area,Unrecorded Gender,Unidentified Species
3158,1977,Unprovoked,Guerrero,Male,Unidentified Species
3159,1976,Unprovoked,Queensland,Male,Unidentified Species
3160,1976,Unprovoked,California,Male,"White shark, 5.5 m [18'] "
3161,1976,Unprovoked,Western Cape Province,Male,"White shark, 3 m [10'] k"
3162,1976,Arbitrary incident,Queensland,Unrecorded Gender,Shark involvement prior to death was not confirmed
3163,1976,Unprovoked,Florida,Male,2.1 m [7'] lemon shark or bull shark
3164,1976,Arbitrary incident,KwaZulu-Natal,Male,Questionable incident
3165,1976,Provoked,Western Cape Province,Unrecorded Gender,"White shark, 4.8 m "
3166,1976,Boat,Western Cape Province,Unrecorded Gender,White shark
3167,1976,Unprovoked,California,Male,"White shark, 3 m to 4 m [10' to 13'] "
3168,1976,Unprovoked,Eastern Cape Province,Male,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment"
3169,1976,Sea Disaster,Non-Registered Area,Unrecorded Gender,Unidentified Species
3170,1976,Unprovoked,South Australia,Male,2.7 m  [9'] shark
3171,1976,Sea Disaster,South China Sea 200 miles from Hong Kong,Male,Unidentified Species
3172,1976,Unprovoked,Florida,Male,Unidentified Species
3173,1976,Unprovoked,Florida,Male,Unidentified Species
3174,1976,Unprovoked,Florida,Male,"Tiger shark, 6' "
3175,1976,Unprovoked,North Carolina,Male,Unidentified Species
3176,1976,Unprovoked,Oregon,Male,"White shark, 4.5 m "
3177,1976,Unprovoked,Florida,Male,Unidentified Species
3178,1976,Unprovoked,Louisiana,Male,Unidentified Species
3179,1976,Unprovoked,Hawaii,Male,Unidentified Species
3180,1976,Unprovoked,Florida,Male,6' to 8' shark
3181,1976,Unprovoked,Florida,Male,12' to 14' shark
3182,1976,Unprovoked,Hawaii,Male,0.9 m to 1.5 m [3' to 5'] shark
3183,1976,Provoked,Reggio Calabria Province,Male,"Blue shark, 2m "
3184,1976,Boat,Queensland,Female,1.5 m [5'] shark
3185,1976,Boat,Western Cape Province,Unrecorded Gender,"Mako shark, 180-kg [397-lb]"
3186,1976,Arbitrary incident,Texas,Unrecorded Gender,Shark involvement prior to death was not confirmed
3187,1976,Unprovoked,Florida,Male,Unidentified Species
3188,1976,Boat,Western Cape Province,Unrecorded Gender,Whale shark
3189,1976,Boat,Western Cape Province,Unrecorded Gender,White shark named �Spotty�
3190,1976,Boat,Western Cape Province,Unrecorded Gender,White shark named �Spotty�
3191,1976,Boat,Western Cape Province,Unrecorded Gender,2.5 m [8.25'] white shark
3192,1976,Provoked,Western Cape Province,Unrecorded Gender,4 m [13'] shark
3193,1976,Unprovoked,Queensland,Female,Unidentified Species
3194,1976,Provoked,Western Cape Province,Unrecorded Gender,"White shark, 3 m [10'] "
3195,1976,Unprovoked,Florida,Male,6' shark
3196,1976,Unprovoked,North Island,Male,Bronze whaler shark
3197,1976,Unprovoked,Hawaii,Male,Unidentified Species
3198,1975,Boat,South Australia,Unrecorded Gender,2.4 m [8'] shark
3199,1975,Unprovoked,California,Male,White shark
3200,1975,Provoked,New South Wales,Male,"Grey nurse shark, 10' "
3201,1975,Unprovoked,New South Wales,Male,5' shark
3202,1975,Unprovoked,KwaZulu-Natal,Male,Juvenile dusky shark
3203,1975,Unprovoked,Queensland,Male,Unidentified Species
3204,1975,Unprovoked,Florida,Male,6' shark
3205,1975,Arbitrary incident,New Jersey,Male,Shark involvement unconfirmed
3206,1975,Unprovoked,New South Wales,Male,Bronze whaler
3207,1975,Arbitrary incident,California,Unrecorded Gender,Questionable incident
3208,1975,Unprovoked,KwaZulu-Natal,Male,1.2 m [4'] shark
3209,1975,Unprovoked,Eastern Cape Province,Male,"White shark, 2.4 m [8']"
3210,1975,Unprovoked,Florida,Male,1.5 m [5'] shark
3211,1975,Unprovoked,California,Male,White shark
3212,1975,Unprovoked,Mirs Bay ,Male,Unidentified Species
3213,1975,Sea Disaster,Oregon,Female,Unidentified Species
3214,1975,Unprovoked,Tasmania,Male,White shark
3215,1975,Unprovoked,Florida,Male,Unidentified Species
3216,1975,Unprovoked,Queensland,Male,12' shark
3217,1975,Unprovoked,California,Male,"White shark, 5.8 m [19'] "
3218,1975,Unprovoked,California,Male,"White shark, 5m to 6m"
3219,1975,Unprovoked,Florida,Female,1.2 m [4'] shark
3220,1975,Provoked,Western Australia,Male,2.4 m [8'] whaler shark
3221,1975,Unprovoked,Florida,Male,Unidentified Species
3222,1975,Unprovoked,South Carolina,Male,4' shark
3223,1975,Unprovoked,South Carolina,Female,Unidentified Species
3224,1975,Unprovoked,Alabama,Male,Unidentified Species
3225,1975,Unprovoked,Florida,Male,Unidentified Species
3226,1975,Provoked,Florida,Male,Unidentified Species
3227,1975,Unprovoked,Florida,Male,Unidentified Species
3228,1975,Unprovoked,Florida,Female,Unidentified Species
3230,1975,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
3231,1975,Unprovoked,Western Cape Province,Male,"White shark, 600-kg [1323-lb]"
3232,1975,Arbitrary incident,KwaZulu-Natal,Male,Shark involvement prior to death was not confirmed
3233,1975,Unprovoked,Queensland,Female,Unidentified Species
3234,1975,Unprovoked,Florida,Male,10' shark
3235,1975,Provoked,Queensland,Unrecorded Gender,"Bronze whaler shark, 6'"
3236,1975,Provoked,Western Cape Province,Male,1.5 m [5']  shark
3237,1975,Sea Disaster,Ganges-Brahmaputra delta,Unrecorded Gender,Unidentified Species
3238,1975,Unprovoked,KwaZulu-Natal,Male,1.5 m [5'] shark
3239,1975,Boat,Western Cape Province,Unrecorded Gender,"Mako shark, 3 m [10'] "
3240,1975,Unprovoked,South Australia,Male,"White shark, 3 m [10'] "
3241,1975,Unprovoked,Victoria,Male,"Carpet shark, 10' "
3242,1975,Unprovoked,Queensland,Male,Unidentified Species
3243,1975,Provoked,Western Cape Province,Male,"Copper shark, 50-kg [110-b] "
3244,1975,Unprovoked,South Australia,Male,Unidentified Species
3245,1975,Unprovoked,Non-Registered Area,Male,8' blue shark
3246,1975,Unprovoked,Non-Registered Area,Male,Unidentified Species
3247,1974,Unprovoked,Western Australia,Unrecorded Gender,Unidentified Species
3248,1974,Unprovoked,Florida,Male,Unidentified Species
3249,1974,Unprovoked,California,Male,"White shark, 5.5 m to 6 m [18' to 20'] "
3250,1974,Unprovoked,California,Male,"White shark, 4 m to 5 m "
3251,1974,Unprovoked,Red Sea,Female,"Shortfin mako shark, 2.3 m [7.5'] "
3252,1974,Unprovoked,California,Male,"White shark, 5 m to 6 m [16.5 to 20'] "
3253,1974,Unprovoked,California,Male,"White shark, 5 m to 6 m [16.5 to 20'] "
3254,1974,Sea Disaster,Queensland,Male,Unidentified Species
3255,1974,Unprovoked,Oregon,Male,"White shark, 4.5 m "
3256,1974,Unprovoked,Mirs Bay ,Male,Unidentified Species
3257,1974,Unprovoked,Mirs Bay ,Male,Unidentified Species
3258,1974,Unprovoked,Mirs Bay ,Male,Unidentified Species
3259,1974,Unprovoked,Mirs Bay ,Male,Unidentified Species
3260,1974,Unprovoked, Split-Dalmatia County,Male,"White shark, 5 m [16.5'] "
3261,1974,Unprovoked,California,Male,"White shark, 5 m "
3262,1974,Unprovoked,California,Male,"White shark, 5.5 m [18'] "
3263,1974,Unprovoked,Georgia,Male,small sharks'
3264,1974,Sea Disaster,Florida ,Male,3.7 m [12'] sharks
3265,1974,Unprovoked,Florida,Female,Unidentified Species
3266,1974,Unprovoked,California,Male,"White shark, 5 m [16.5']"
3267,1974,Sea Disaster,Non-Registered Area,Male,Unidentified Species
3268,1974,Unprovoked,Western Cape Province,Male,"Raggedtooth shark, 1.5 m [5'] "
3269,1974,Unprovoked,Eastern Cape Province,Male,Unidentified Species
3270,1974,Unprovoked,Florida,Female,Unidentified Species
3271,1974,Unprovoked,KwaZulu-Natal,Male,Juvenile dusky shark
3272,1974,Unprovoked,KwaZulu-Natal,Male,1.8 m [6'] shark
3273,1974,Boat,Western Cape Province,Unrecorded Gender,White shark
3274,1974,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
3275,1974,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
3276,1974,Boat,Western Cape Province,Unrecorded Gender,5 m white shark
3277,1974,Boat,Western Cape Province,Unrecorded Gender,White shark
3278,1974,Unprovoked,KwaZulu-Natal,Male,"Raggedtooth shark, 1 m "
3279,1974,Unprovoked,South Australia,Male,White shark
3280,1974,Unprovoked,KwaZulu-Natal,Male,2 m to 2.5 m [6.75'  to 8.25'] shark
3281,1974,Unprovoked,Gaza,Male,Unidentified Species
3282,1974,Unprovoked,Gaza,Male,Unidentified Species
3283,1974,Unprovoked,Western Australia,Male,"Bronze whaler shark, 4' "
3284,1974,Unprovoked,Primorje-Gorski Kotar County ,Unrecorded Gender,Unidentified Species
3285,1973,Unprovoked,Gaza,Male,Unidentified Species
3286,1973,Unprovoked,Gaza,Male,Unidentified Species
3287,1973,Unprovoked,Luzon,Male,Unidentified Species
3288,1973,Unprovoked,Hawaii,Male,Unidentified Species
3289,1973,Unprovoked,Guerrero,Male,Unidentified Species
3290,1973,Unprovoked,Western Australia,Unrecorded Gender,Unidentified Species
3291,1973,Unprovoked,Florida,Male,Unidentified Species
3292,1973,Unprovoked,Queensland,Male,Unidentified Species
3293,1973,Sea Disaster,KwaZulu-Natal,Male,Unidentified Species
3294,1973,Unprovoked,Grand Bahama Island,Male,7' to 8' bull shark
3295,1973,Unprovoked,Mirs Bay ,Male,Unidentified Species
3296,1973,Unprovoked,Baja California,Male,White shark
3297,1973,Unprovoked,Red Sea,Male,Tiger shark
3298,1973,Unprovoked,Queensland,Unrecorded Gender,Unidentified Species
3299,1973,Unprovoked,Queensland,Male,12' shark
3300,1973,Unprovoked,Virginia,Male,1.5 m to 1.8 m [5' to 6']  blacktip shark
3301,1973,Unprovoked,Non-Registered Area,Male,Unidentified Species
3302,1973,Unprovoked,Guerrero,Male,Unidentified Species
3303,1973,Unprovoked,Queensland,Male,Unidentified Species
3304,1973,Unprovoked,Gaza,Male,Unidentified Species
3305,1973,Unprovoked,KwaZulu-Natal,Male,"2 m shark, possibly a dusky or blacktip shark"
3306,1973,Unprovoked,Guerrero,Unrecorded Gender,Unidentified Species
3307,1973,Provoked,KwaZulu-Natal,Male,1 m shark
3308,1973,Unprovoked,Hawaii,Male,1.2 m to 1.8 m [4' to 6'] shark observed in area
3309,1973,Unprovoked,Aulong Island,Male,Tiger shark
3310,1973,Unprovoked,Western Caroline Islands,Male,Grey reef shark
3311,1973,Unprovoked,Eastern Cape Province,Male,Unidentified Species
3312,1972,Unprovoked,Western Cape Province,Male,Unidentified Species
3313,1972,Unprovoked,Gaza,Male,2 m to 3 m shark
3314,1972,Unprovoked,Guerrero,Male,Unidentified Species
3315,1972,Unprovoked,Western Cape Province,Male,"White shark, > 3 m [10']"
3316,1972,Unprovoked,Queensland,Male,Unidentified Species
3317,1972,Provoked,New South Wales,Unrecorded Gender,Unidentified Species
3318,1972,Unprovoked,Saint-Philippe,Unrecorded Gender,Unidentified Species
3319,1972,Unprovoked,Queensland,Male,Unidentified Species
3320,1972,Unprovoked,New South Wales,Male,"Bronze whaler shark, 10' "
3321,1972,Unprovoked,US Virgin Islands,Male,Oceanic whitetip shark x 2
3322,1972,Unprovoked,Florida,Male,Unidentified Species
3323,1972,Unprovoked,North Island,Male,Unidentified Species
3324,1972,Unprovoked,California,Male,"White shark, 6 m [20'] "
3325,1972,Arbitrary incident,Maputo Province,Female,Questionable incident
3326,1972,Unprovoked,Florida,Male,Unidentified Species
3327,1972,Unprovoked,Hawaii,Male,2.4 m [8'] shark
3328,1972,Unprovoked,Tasmania,Male,"White shark, 10'"
3329,1972,Arbitrary incident,California,Unrecorded Gender,Questionable incident
3330,1972,Unprovoked,Queensland,Male,Unidentified Species
3331,1972,Unprovoked,Queensland,Male,Unidentified Species
3332,1972,Unprovoked,Florida,Male,4.5' shark
3333,1972,Unprovoked,California,Male,"White shark, 4.4 m to 5 m [14.5' to 16.5'] "
3334,1972,Unprovoked,Tuamotus,Male,1.5 m grey reef shark
3335,1972,Unprovoked,Upolu Island,Male,Thought to involve a tiger shark
3336,1972,Unprovoked,Queensland,Female,Unidentified Species
3337,1972,Unprovoked,Gaza,Male,Unidentified Species
3338,1972,Provoked,Non-Registered Area,Male,Unidentified Species
3339,1972,Unprovoked,Hawaii,Male,Unidentified Species
3340,1972,Unprovoked,Victoria,Male,7' shark
3341,1972,Unprovoked,Tasmania,Unrecorded Gender,Unidentified Species
3342,1972,Unprovoked,Eastern Cape Province,Male,Unidentified Species
3343,1972,Unprovoked,KwaZulu-Natal,Female,Zambesi shark
3344,1972,Unprovoked,Gaza,Male,"White shark, 2.5 m [8.25'] "
3345,1972,Unprovoked,Antibes,Unrecorded Gender,White shark
3346,1972,Unprovoked,Illeginni Atoll,Male,1.8 m [6'] grey reef shark
3347,1971,Unprovoked,New South Wales,Unrecorded Gender,Unidentified Species
3348,1971,Unprovoked,Western Cape Province,Female,"White shark, 3 m [10']rk"
3349,1971,Unprovoked,Queensland,Male,Unidentified Species
3350,1971,Unprovoked,Mirs Bay ,Male,Unidentified Species
3351,1971,Provoked,New South Wales,Unrecorded Gender,Unidentified Species
3352,1971,Unprovoked,Florida,Male,5' to 6' shark
3353,1971,Unprovoked,KwaZulu-Natal,Male,1.5 m to 2 m shark
3354,1971,Unprovoked,California,Male,"White shark, 5 m to 6 m [16.5' to 20']  "
3355,1971,Unprovoked,North Carolina,Unrecorded Gender,Unidentified Species
3356,1971,Unprovoked,Istria County,Male,White shark
3357,1971,Unprovoked,South Australia,Male,Unidentified Species
3358,1971,Provoked,New South Wales,Male,"Grey nurse shark, 11'"
3359,1971,Unprovoked,Florida,Male,Unidentified Species
3360,1971,Unprovoked,California,Male,"White shark, 5.5 m to 6 m [18' to 20'] "
3361,1971,Unprovoked,Western Cape Province,Male,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board "
3362,1971,Unprovoked,South Devon,Male,3.6 m  porbeagle shark
3363,1971,Unprovoked,Coast Province,Male,"2 m [6'9""] shark"
3364,1971,Unprovoked,Western Cape Province,Male,White shark according to tooth pattern and witnesses
3365,1971,Unprovoked,Guerrero,Male,Unidentified Species
3366,1971,Unprovoked,Non-Registered Area,Male,Unidentified Species
3367,1971,Unprovoked,Non-Registered Area,Male,Unidentified Species
3368,1971,Sea Disaster,Between Beira & Maputo,Unrecorded Gender,Unidentified Species
3369,1971,Unprovoked,South Island,Male,"White shark, 4.6 m [15'] "
3370,1971,Unprovoked,Tasmania,Male,Unidentified Species
3371,1971,Unprovoked,South Australia,Male,White shark
3372,1971,Unprovoked,Khuzestan Province,Male,Unidentified Species
3373,1971,Unprovoked,Khuzestan Province,Male,Unidentified Species
3374,1970,Unprovoked,Inhambe Province,Male,Unidentified Species
3375,1970,Unprovoked,Inhambe Province,Male,Unidentified Species
3376,1970,Unprovoked,Namonuito Atoll,Male,1.8 m shark
3377,1970,Sea Disaster,Hawaii,Male,Unidentified Species
3378,1970,Unprovoked,Non-Registered Area,Male,Unidentified Species
3379,1970,Unprovoked,Hawaii,Male,Unidentified Species
3380,1970,Unprovoked,Florida,Male,Unidentified Species
3381,1970,Unprovoked,Eastern Caroline Islands,Male,1.8 to 2 m C. albimarginatus
3382,1970,Provoked,Western Caroline Islands (North Pacific Ocean),Male,1 m shark
3383,1970,Unprovoked,Florida,Male,Unidentified Species
3384,1970,Provoked,New South Wales,Male,Unidentified Species
3385,1970,Unprovoked,South Carolina,Male,"""Dog shark"""
3386,1970,Unprovoked,Florida,Male,Unidentified Species
3387,1970,Arbitrary incident,Caribbean Sea,Unrecorded Gender,Shark involvement prior to death was not confirmed
3388,1970,Unprovoked,Non-Registered Area,Male,Mako shark
3389,1970,Provoked,Florida,Male,7.5' shark
3390,1970,Provoked,KwaZulu-Natal,Male,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female "
3391,1970,Unprovoked,St. Andrew Parish,Male,Unidentified Species
3392,1970,Unprovoked,St. Andrew Parish,Male,Unidentified Species
3393,1970,Sea Disaster,200 nm southeast of Manila,Unrecorded Gender,Unidentified Species
3394,1970,Unprovoked,St. Andrew Parish,Male,Unidentified Species
3395,1970,Provoked,Non-Registered Area,Male,Wobbegong shark 
3396,1970,Unprovoked,Non-Registered Area,Male,Wobbegong shark
3397,1970,Arbitrary incident,Hawaii,Male,Shark involvement prior to death was not confirmed
3398,1970,Unprovoked,Florida,Male,Unidentified Species
3399,1970,Unprovoked,Non-Registered Area,Female,Carpet shark
3400,1970,Unprovoked,Limpopo River,Male,Unidentified Species
3401,1970,Unprovoked,Limpopo River,Male,Zambesi shark
3402,1970,Unprovoked,Limpopo River,Male,Zambesi shark
3403,1970,Unprovoked,Limpopo River,Male,Zambesi shark
3404,1970,Sea Disaster,Red Sea,Male,Unidentified Species
3405,1970,Unprovoked,Guerrero,Male,Unidentified Species
3406,1970,Unprovoked,Devon,Male,8' blue shark
3407,1970,Unprovoked,New Ireland Province,Male,Unidentified Species
3408,1970,Unprovoked,Western Province,Male,Unidentified Species
3409,1970,Unprovoked,Canary Islands,Male,Blue shark
3410,1970,Boat,Sardinia,Male,White shark
3411,1970,Unprovoked,Zadar County,Male,White shark
3412,1970,Unprovoked,Basrah,Female,Unidentified Species
3413,1970,Unprovoked,Basrah,Female,Unidentified Species
3414,1970,Unprovoked,Basrah,Male,Unidentified Species
3415,1970,Unprovoked,Basrah,Male,Unidentified Species
3416,1969,Unprovoked,Western Australia,Male,Unidentified Species
3417,1969,Unprovoked,Hawaii,Male,>2.4 m [8'] shark
3418,1969,Provoked,New South Wales,Male,Unidentified Species
