,index,4ocean-above_tfidf,4ocean-below_tfidf,4ocean-ratio_tfidf,5gyres-above_tfidf,5gyres-below_tfidf,5gyres-ratio_tfidf,aplastic_planet-above_tfidf,aplastic_planet-below_tfidf,aplastic_planet-ratio_tfidf,DebrisTracker-above_tfidf,DebrisTracker-below_tfidf,DebrisTracker-ratio_tfidf,globalalert-above_tfidf,globalalert-below_tfidf,globalalert-ratio_tfidf,JackieSavitz-above_tfidf,JackieSavitz-below_tfidf,JackieSavitz-ratio_tfidf,LifeWoutPlastic-above_tfidf,LifeWoutPlastic-below_tfidf,LifeWoutPlastic-ratio_tfidf,merijntinga-above_tfidf,merijntinga-below_tfidf,merijntinga-ratio_tfidf,MissionBlue-above_tfidf,MissionBlue-below_tfidf,MissionBlue-ratio_tfidf,NewPlasticsEcon-above_tfidf,NewPlasticsEcon-below_tfidf,NewPlasticsEcon-ratio_tfidf,oceana-above_tfidf,oceana-below_tfidf,oceana-ratio_tfidf,oceanfdn-above_tfidf,oceanfdn-below_tfidf,oceanfdn-ratio_tfidf,oceanunite-above_tfidf,oceanunite-below_tfidf,oceanunite-ratio_tfidf,Oceanwarrior-above_tfidf,Oceanwarrior-below_tfidf,Oceanwarrior-ratio_tfidf,OurOcean-above_tfidf,OurOcean-below_tfidf,OurOcean-ratio_tfidf,PlasticBank-above_tfidf,PlasticBank-below_tfidf,PlasticBank-ratio_tfidf,PlasticFreeJuly-above_tfidf,PlasticFreeJuly-below_tfidf,PlasticFreeJuly-ratio_tfidf,PlasticOceans-above_tfidf,PlasticOceans-below_tfidf,PlasticOceans-ratio_tfidf,PlasticOceansUS-above_tfidf,PlasticOceansUS-below_tfidf,PlasticOceansUS-ratio_tfidf,plasticpdise-above_tfidf,plasticpdise-below_tfidf,plasticpdise-ratio_tfidf,PlasticPollutes-above_tfidf,PlasticPollutes-below_tfidf,PlasticPollutes-ratio_tfidf,PlasticsBeyond-above_tfidf,PlasticsBeyond-below_tfidf,PlasticsBeyond-ratio_tfidf,plasticsoupfoun-above_tfidf,plasticsoupfoun-below_tfidf,plasticsoupfoun-ratio_tfidf,RethinkPlastic-above_tfidf,RethinkPlastic-below_tfidf,RethinkPlastic-ratio_tfidf,sascampaigns-above_tfidf,sascampaigns-below_tfidf,sascampaigns-ratio_tfidf,SylviaEarle-above_tfidf,SylviaEarle-below_tfidf,SylviaEarle-ratio_tfidf,TBPInnovate-above_tfidf,TBPInnovate-below_tfidf,TBPInnovate-ratio_tfidf,TheOceanCleanup-above_tfidf,TheOceanCleanup-below_tfidf,TheOceanCleanup-ratio_tfidf,ThePlasticWhale-above_tfidf,ThePlasticWhale-below_tfidf,ThePlasticWhale-ratio_tfidf,ALL-above_tfidf,ALL-below_tfidf,ALL-ratio_tfidf
784,784,0.0,105.74351199373189,0.0,23.44994318605166,230.59110799617466,0.10169491525423728,11.156621429946384,278.9155357486596,0.04,42.182553568596404,156.0754482038067,0.2702702702702703,85.70633062382015,72.1737521042696,1.1875,29.312415257589347,175.87449154553607,0.16666666666666669,13.491337300083792,134.9133730008379,0.1,26.259185163327476,36.76285922865847,0.7142857142857142,6.9521973796705465,337.1815729140215,0.020618556701030927,42.28736176286678,172.67339386503937,0.24489795918367344,0.0,129.078318461796,0.0,0.0,230.13725478542705,0.0,36.24340932976365,275.44991090620374,0.13157894736842105,55.284521164437265,92.14086860739543,0.6000000000000001,0.0,202.1228288289836,0.0,16.906713718354997,181.7471724723162,0.09302325581395349,39.479928723003994,114.05312742201153,0.3461538461538462,13.238861044268045,158.86633253121653,0.08333333333333334,32.145201463913345,473.4111488321784,0.06790123456790123,25.8552600775108,25.8552600775108,1.0,7.430268645839133,282.35020854188707,0.02631578947368421,35.99918734882932,199.99548527127396,0.18000000000000002,20.122667754078556,358.8542416144009,0.056074766355140186,43.53940520476886,152.38791821669102,0.2857142857142857,7.145315398049011,314.3938775141565,0.022727272727272728,23.041832019690055,218.89740418705554,0.10526315789473684,48.22124216783861,78.9074871837359,0.6111111111111112,128.73395359757993,190.30236618772685,0.6764705882352942,23.572441884742634,113.14772104676464,0.20833333333333334,863.9121846189909,5745.0160277162895,0.15037593984962405
785,785,0.0,0.0,0.0,0.0,26.78566709247076,0.0,0.0,0.0,0.0,8.068402958569699,0.0,10.0,0.0,8.066207568006265,0.0,0.0,8.079308192051961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.082093278178382,0.0,0.0,14.767357701477726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.473637108496206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94766046717197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.870010752862207,0.0,6.6524328293036925,13.304865658607385,0.5,0.0,0.0,0.0,8.081784206935001,0.0,10.0,24.659137634134847,164.3942508942323,0.15000000000000002
786,786,0.0,52.9443287407985,0.0,0.0,89.2414624330832,0.0,6.283823167443665,31.419115837218325,0.2,44.66797047025359,22.333985235126796,2.0,19.37030896671649,12.913539311144326,1.5,18.86264616847172,18.86264616847172,1.0,0.0,26.429302534831415,0.0,0.0,0.0,0.0,0.0,26.73969671539989,0.0,0.0,7.634820677745543,0.0,0.0,26.760883865729753,0.0,0.0,62.50916862328741,0.0,0.0,32.34625158397886,0.0,12.926682841470797,19.390024262206197,0.6666666666666666,0.0,125.42391524407941,0.0,5.678930758500438,56.78930758500438,0.09999999999999999,27.877019654913163,97.56956879219608,0.2857142857142857,0.0,14.766736293984767,0.0,0.0,0.0,0.0,5.681877639268151,28.409388196340757,0.2,0.0,14.757391938098426,0.0,6.131537000275886,36.78922200165532,0.16666666666666666,0.0,32.35863932645666,0.0,6.007829901194246,24.031319604776986,0.25,0.0,101.53470191601558,0.0,0.0,42.2627093976586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.6071751191357,1084.0478341275712,0.15000000000000002
787,787,0.0,0.0,0.0,0.0,8.08271113423758,0.0,0.0,26.757153102207315,0.0,8.068402958569699,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.993619994827744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.759264305219105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.150247339261802,30.75123669630901,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071843149609158,0.0,0.0,20.93650458198927,0.0,0.0,0.0,0.0,0.0,13.848241266136803,0.0,0.0,8.07246736935477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.534762657037537,0.0,10.0,0.0,0.0,0.0,24.659137634134847,164.3942508942323,0.15000000000000002
788,788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.764870912223548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.980695903383852,13.961391806767704,0.5,0.0,7.993619994827744,0.0,0.0,0.0,0.0,0.0,20.91781875390526,0.0,0.0,7.634820677745543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4692503167957724,25.87700126718309,0.25,0.0,0.0,0.0,0.0,8.082093278178382,0.0,0.0,14.767357701477726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.473637108496206,0.0,10.0,0.0,26.74219515395707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.659137634134847,164.3942508942323,0.15000000000000002
789,789,0.0,8.079927770758275,0.0,0.0,8.08271113423758,0.0,0.0,14.764870912223548,0.0,0.0,0.0,0.0,0.0,8.066207568006265,0.0,6.693013830932071,20.079041492796215,0.3333333333333333,0.0,7.993619994827744,0.0,0.0,0.0,0.0,0.0,8.071218539969863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.945804031469166,0.0,0.0,8.078688229229872,0.0,0.0,8.072779333169498,0.0,0.0,14.777892195236873,0.0,5.997384489618972,41.981691427332805,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071843149609158,0.0,13.957669721326178,6.978834860663089,2.0,0.0,26.77948566642217,0.0,0.0,7.617267813628347,0.0,0.0,32.31514728460335,0.0,0.0,14.580585764893193,0.0,0.0,0.0,0.0,12.296936591835294,12.296936591835294,1.0,0.0,0.0,0.0,45.15939218491002,301.06261456606677,0.15000000000000002
790,790,0.0,0.0,0.0,0.0,8.08271113423758,0.0,0.0,26.757153102207315,0.0,14.750511556019509,0.0,10.0,8.066207568006265,0.0,10.0,5.681412919253591,56.814129192535916,0.09999999999999999,0.0,0.0,0.0,0.0,14.0871930037871,0.0,0.0,14.756142718819836,0.0,0.0,7.634820677745543,0.0,0.0,26.760883865729753,0.0,0.0,14.774799570529106,0.0,0.0,8.078688229229872,0.0,7.3796321526095525,7.3796321526095525,1.0,0.0,14.777892195236873,0.0,0.0,26.76212668071567,0.0,6.843394519821747,13.686789039643495,0.5,8.076515327552329,0.0,10.0,0.0,0.0,0.0,0.0,13.560979855872521,0.0,0.0,37.680502082286615,0.0,12.936018473794197,19.404027710691295,0.6666666666666667,0.0,37.736437850984274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.388582807546605,0.0,0.0,19.95729848791108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.08990230439156,427.26601536261035,0.15000000000000002
791,791,0.0,0.0,0.0,0.0,20.952296536708413,0.0,0.0,0.0,0.0,0.0,8.068402958569699,0.0,0.0,0.0,0.0,8.079308192051961,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071218539969863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.774799570529106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.082093278178382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.076515327552329,0.0,0.0,0.0,0.0,6.7804899279362605,6.7804899279362605,1.0,0.0,37.680502082286615,0.0,0.0,8.0774471493312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.580585764893193,0.0,7.057897937411856,7.057897937411856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.659137634134847,164.3942508942323,0.15000000000000002
792,792,0.0,14.77356118039666,0.0,0.0,8.08271113423758,0.0,0.0,14.764870912223548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.600945628535598,0.0,0.0,0.0,0.0,0.0,8.071218539969863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.281019863941443,31.40509931970722,0.19999999999999998,0.0,14.777892195236873,0.0,7.383678850738863,7.383678850738863,1.0,0.0,0.0,0.0,0.0,8.076515327552329,0.0,0.0,8.07558263667172,0.0,6.7804899279362605,6.7804899279362605,1.0,0.0,8.071843149609158,0.0,5.679551876532829,56.79551876532828,0.1,7.3880185971654875,7.3880185971654875,1.0,0.0,0.0,0.0,0.0,52.877185128166964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.081784206935001,0.0,10.0,45.15939218491002,301.06261456606677,0.15000000000000002
793,793,0.0,0.0,0.0,0.0,0.0,0.0,6.9769703480036105,13.953940696007221,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.993619994827744,0.0,7.04359650189355,7.04359650189355,1.0,0.0,0.0,0.0,6.941673497185597,6.941673497185597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.34625158397886,0.0,0.0,0.0,0.0,0.0,8.082093278178382,0.0,0.0,14.767357701477726,0.0,0.0,0.0,0.0,0.0,14.766736293984767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94766046717197,0.0,0.0,0.0,0.0,0.0,8.07246736935477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.081784206935001,0.0,24.659137634134847,164.3942508942323,0.15000000000000002
794,794,0.0,0.0,0.0,0.0,8.08271113423758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.03973962065912,6.679913206886373,3.0,0.0,14.772322022984033,0.0,0.0,14.600945628535598,0.0,0.0,0.0,0.0,0.0,8.071218539969863,0.0,0.0,0.0,0.0,0.0,52.91361675194498,0.0,0.0,14.774799570529106,0.0,0.0,52.933172867042884,0.0,14.759264305219105,0.0,10.0,0.0,20.95044296853082,0.0,0.0,14.767357701477726,0.0,0.0,0.0,0.0,0.0,8.076515327552329,0.0,8.07558263667172,0.0,10.0,0.0,0.0,0.0,0.0,8.071843149609158,0.0,0.0,14.768599937542508,0.0,0.0,20.94766046717197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.983440063006542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.15939218491002,301.06261456606677,0.15000000000000002
795,795,0.0,14.77356118039666,0.0,0.0,0.0,0.0,0.0,8.07558263667172,0.0,8.068402958569699,0.0,10.0,8.066207568006265,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071218539969863,0.0,0.0,0.0,0.0,0.0,20.933709116652658,0.0,0.0,0.0,0.0,0.0,8.078688229229872,0.0,7.3796321526095525,7.3796321526095525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.473637108496206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.776037194330975,0.0,0.0,7.617267813628347,0.0,0.0,0.0,0.0,0.0,7.983440063006542,0.0,0.0,30.708036027688507,0.0,0.0,7.534762657037537,0.0,0.0,0.0,0.0,24.659137634134847,164.3942508942323,0.15000000000000002
796,796,0.0,14.77356118039666,0.0,0.0,14.77912790735527,0.0,0.0,37.70293900466199,0.0,10.591628472659837,74.14139930861886,0.14285714285714285,0.0,0.0,0.0,0.0,26.772055323728285,0.0,0.0,7.993619994827744,0.0,0.0,7.736743682453495,0.0,0.0,32.30890313767881,0.0,0.0,48.93836490368391,0.0,0.0,8.076515327552329,0.0,0.0,14.774799570529106,0.0,0.0,47.993973500400294,0.0,0.0,8.072779333169498,0.0,0.0,14.777892195236873,0.0,0.0,14.767357701477726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.473637108496206,0.0,10.0,0.0,8.071843149609158,0.0,0.0,8.0774471493312,0.0,0.0,14.776037194330975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.374002150572442,25.496008602289766,0.25,11.107641081271165,38.876743784449076,0.28571428571428575,36.075619191792384,100.2100533105344,0.36,0.0,0.0,0.0,99.15411948416272,661.0274632277515,0.15
797,797,0.0,0.0,0.0,0.0,26.78566709247076,0.0,0.0,47.96912875993507,0.0,7.3752557780097545,7.3752557780097545,1.0,8.066207568006265,0.0,10.0,5.882083614715742,47.056668917725936,0.125,5.914178453147908,41.399249172035354,0.14285714285714288,0.0,0.0,0.0,0.0,14.756142718819836,0.0,0.0,0.0,0.0,0.0,14.766736293984767,0.0,0.0,14.774799570529106,0.0,0.0,0.0,0.0,0.0,8.072779333169498,0.0,0.0,8.082093278178382,0.0,6.9782137426306985,13.956427485261397,0.5,6.332568896055757,25.330275584223028,0.25,0.0,20.933709116652658,0.0,0.0,0.0,0.0,0.0,7.473637108496206,0.0,6.280083680381103,31.400418401905515,0.19999999999999998,5.880222571994979,47.041780575959834,0.125,0.0,71.71081346343065,0.0,23.302033377601166,11.651016688800583,2.0,0.0,26.74469203293952,0.0,0.0,14.580585764893193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.00101820310068,546.6734546873379,0.15
798,798,0.0,20.943946446270495,0.0,0.0,37.74570999005715,0.0,0.0,0.0,0.0,0.0,14.750511556019509,0.0,26.71965282754549,0.0,10.0,0.0,52.938752532441676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071218539969863,0.0,0.0,0.0,0.0,0.0,8.076515327552329,0.0,0.0,26.77701041881843,0.0,0.0,0.0,0.0,0.0,20.922501133504166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9420068084898565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.552825062319974,36.93488771811991,0.2857142857142857,0.0,42.881531003876916,0.0,35.99918734882932,199.99548527127396,0.18000000000000002,0.0,20.94766046717197,0.0,0.0,0.0,0.0,0.0,8.07246736935477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.683230952955183,0.0,0.0,0.0,0.0,99.15411948416272,661.0274632277515,0.15
799,799,0.0,42.93812335192074,0.0,0.0,26.78566709247076,0.0,0.0,26.757153102207315,0.0,20.909372009704768,0.0,10.0,14.746120774892637,0.0,10.0,6.693013830932071,20.079041492796215,0.3333333333333333,6.384182082393644,25.536728329574576,0.25,0.0,0.0,0.0,0.0,8.071218539969863,0.0,0.0,0.0,0.0,0.0,8.076515327552329,0.0,0.0,14.774799570529106,0.0,0.0,42.929446561221916,0.0,0.0,14.759264305219105,0.0,0.0,57.79508185184337,0.0,0.0,20.934641227892094,0.0,6.843394519821747,13.686789039643495,0.5,0.0,14.766736293984767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.680502082286615,0.0,0.0,8.0774471493312,0.0,0.0,20.94766046717197,0.0,5.6713576645730335,34.0281459874382,0.16666666666666666,0.0,8.07246736935477,0.0,0.0,14.580585764893193,0.0,0.0,7.751045117971802,0.0,16.012614239103954,32.02522847820791,0.5,0.0,14.777274052750112,0.0,82.00101820310068,546.6734546873379,0.15
800,800,0.0,48.003889832627515,0.0,0.0,80.61991399703055,0.0,18.31630030082096,132.79317718095194,0.13793103448275865,28.352538428856647,34.023046114627974,0.8333333333333334,14.746120774892637,0.0,10.0,0.0,8.079308192051961,0.0,21.418250660849942,53.54562665212485,0.4,0.0,0.0,0.0,0.0,0.0,0.0,14.586695866517285,63.209015421574904,0.23076923076923075,0.0,0.0,0.0,0.0,20.945804031469166,0.0,0.0,0.0,0.0,0.0,26.745939888198432,0.0,0.0,20.95044296853082,0.0,12.570133124141506,25.140266248283012,0.5,17.587695800430062,29.312826334050108,0.5999999999999999,0.0,42.91423624947911,0.0,8.07558263667172,0.0,10.0,12.17468549475263,12.17468549475263,1.0,0.0,97.42067923841164,0.0,13.019332593143492,169.2513237108654,0.07692307692307693,0.0,129.2038806164698,0.0,11.342715329146067,28.356788322865167,0.4,0.0,32.31514728460335,0.0,0.0,0.0,0.0,7.751045117971802,0.0,10.0,0.0,43.642568922861614,0.0,0.0,8.081784206935001,0.0,187.19600719066887,1251.873298087598,0.14953271028037385
801,801,4.25128637426918,191.3078868421131,0.022222222222222223,0.0,109.81671097934382,0.0,5.031060198948297,100.62120397896594,0.05,27.917481543908494,39.084474161471896,0.7142857142857142,31.372240493891045,6.274448098778209,5.0,15.404607638656563,82.15790740616833,0.1875,9.355268014879776,399.1581019682038,0.023437499999999997,0.0,7.736743682453495,0.0,5.02669610224644,100.5339220449288,0.05,24.476835697536778,118.30470587142776,0.20689655172413793,0.0,143.91837181508265,0.0,10.615916487169434,74.31141541018604,0.14285714285714285,35.32101266480181,136.86892407610702,0.25806451612903225,23.08077696070181,34.62116544105272,0.6666666666666666,0.0,144.0912882844903,0.0,55.512126039870346,136.64523332891162,0.40625,52.30185444040496,104.60370888080992,0.5,0.0,76.12441197111897,0.0,14.764870912223548,0.0,10.0,0.0,43.153564534530965,0.0,4.852967324740957,116.47121579378297,0.041666666666666664,32.06657711505303,119.10442928448268,0.2692307692307692,0.0,129.2038806164698,0.0,10.438745081659953,46.97435286746979,0.2222222222222222,10.72883433650512,69.73742318728328,0.15384615384615383,26.376949309521663,52.753898619043326,0.5,32.69076014986654,21.793840099911026,1.5,6.148468295917647,18.445404887752943,0.3333333333333333,0.0,37.740148426241674,0.0,433.4058724520786,2899.0037246239035,0.14950166112956811
802,802,0.0,62.50235747755895,0.0,4.298521500319319,184.83642451373072,0.023255813953488375,12.943147562934474,172.5753008391263,0.07500000000000001,41.424003501929754,105.86134228270937,0.391304347826087,37.64668859266926,0.0,10.0,10.492189695991492,78.69142271993618,0.13333333333333333,0.0,66.10456014047692,0.0,13.276262787570772,6.638131393785386,2.0,5.180846782073698,88.07439529525287,0.058823529411764705,0.0,44.44303308852566,0.0,9.970945748388026,99.70945748388026,0.1,0.0,52.94990149639451,0.0,6.4692503167957724,25.87700126718309,0.25,34.87215815867828,74.72605319716774,0.4666666666666667,0.0,125.42391524407941,0.0,46.75628649636653,93.51257299273306,0.5,0.0,82.71068938000121,0.0,4.709219497565854,131.85814593184392,0.03571428571428571,25.864578896950476,6.466144724237619,4.0,41.41432598321003,74.54578676977805,0.5555555555555556,0.0,158.07732808419104,0.0,23.05855623265736,124.51620365634975,0.18518518518518517,0.0,205.27792850112553,0.0,21.24985991820936,101.99932760740494,0.20833333333333331,0.0,182.0615055449989,0.0,19.755670501132478,83.96159962981304,0.23529411764705882,25.930478802551328,41.48876608408212,0.625,11.850649489206873,17.77597423381031,0.6666666666666666,5.68388893413663,56.8388893413663,0.1,398.5734795901182,2666.997851084495,0.14944649446494465
803,803,0.0,0.0,0.0,0.0,26.78566709247076,0.0,6.466144724237619,25.864578896950476,0.25,12.244985619028773,30.612464047571933,0.39999999999999997,0.0,0.0,0.0,7.386161011492017,7.386161011492017,1.0,0.0,14.600945628535598,0.0,0.0,0.0,0.0,0.0,42.87715873640185,0.0,0.0,0.0,0.0,0.0,26.760883865729753,0.0,0.0,42.94245771738429,0.0,0.0,14.771082097339855,0.0,21.20076244371887,63.6022873311566,0.33333333333333337,0.0,80.6106461561426,0.0,0.0,0.0,0.0,7.248859627929911,7.248859627929911,1.0,0.0,14.766736293984767,0.0,8.07558263667172,0.0,10.0,0.0,13.560979855872521,0.0,0.0,8.071843149609158,0.0,0.0,0.0,0.0,0.0,48.01379388836478,0.0,0.0,0.0,0.0,0.0,14.75864037758965,0.0,0.0,37.15008356267093,0.0,0.0,0.0,0.0,17.77597423381031,11.850649489206873,1.5,0.0,0.0,0.0,87.75047547048476,587.2531819947826,0.14942528735632185
804,804,0.0,20.943946446270495,0.0,6.69641677311769,20.08925031935307,0.3333333333333333,0.0,76.11135429879045,0.0,24.489971238057546,18.36747842854316,1.3333333333333335,14.746120774892637,0.0,10.0,6.287548722823907,31.437743614119533,0.2,0.0,52.16755875742372,0.0,0.0,0.0,0.0,0.0,20.91781875390526,0.0,22.22151654426283,22.22151654426283,1.0,0.0,8.076515327552329,0.0,0.0,14.774799570529106,0.0,0.0,32.34625158397886,0.0,6.126869184114185,36.761215104685114,0.16666666666666666,0.0,48.021213891988374,0.0,5.368775830196598,75.16286162275237,0.07142857142857142,11.278843430991623,45.11537372396649,0.25,0.0,117.56307593290518,0.0,5.436525307056461,70.67482899173399,0.07692307692307693,0.0,24.34937098950526,0.0,0.0,47.93921286343458,0.0,16.108190844686966,64.43276337874786,0.25,0.0,52.95547080350293,0.0,0.0,24.923893810033825,0.0,0.0,37.68424740076029,0.0,13.194291403773303,13.194291403773303,1.0,18.4248216166131,12.283214411075402,1.4999999999999998,7.534762657037537,0.0,10.0,0.0,14.777274052750112,0.0,157.47912424641095,1053.8987545721347,0.14942528735632185
805,805,0.0,57.7734267776423,0.0,6.136800985182267,36.8208059110936,0.16666666666666669,0.0,14.764870912223548,0.0,7.3752557780097545,7.3752557780097545,1.0,20.90278583801446,0.0,10.0,0.0,8.079308192051961,0.0,0.0,20.685023118478902,0.0,0.0,0.0,0.0,5.363168338867653,75.08435674414714,0.07142857142857142,0.0,0.0,0.0,0.0,84.86282568500076,0.0,0.0,20.945804031469166,0.0,7.3855410486699276,7.3855410486699276,1.0,7.3796321526095525,7.3796321526095525,1.0,0.0,105.78898764955414,0.0,16.31330610505065,59.81545571851905,0.27272727272727276,11.725130533620042,35.175391600860124,0.33333333333333337,0.0,8.076515327552329,0.0,8.07558263667172,0.0,10.0,6.7804899279362605,6.7804899279362605,1.0,0.0,20.919692582823146,0.0,0.0,0.0,0.0,0.0,20.94766046717197,0.0,0.0,13.848241266136803,0.0,0.0,20.92156524205998,0.0,0.0,7.983440063006542,0.0,0.0,0.0,0.0,0.0,7.534762657037537,0.0,12.944692589001802,19.417038883502702,0.6666666666666667,110.16016043647343,738.7210758681159,0.14912280701754388
806,806,0.0,48.003889832627515,0.0,0.0,32.3663661090174,0.0,0.0,20.93091104401083,0.0,6.682108597449809,20.04632579234943,0.3333333333333333,0.0,0.0,0.0,8.079308192051961,0.0,10.0,0.0,20.685023118478902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.70853514994564,0.0,0.0,8.080546965824498,0.0,0.0,8.078688229229872,0.0,0.0,8.072779333169498,0.0,0.0,8.082093278178382,0.0,18.85519968621226,18.85519968621226,1.0,0.0,0.0,0.0,13.955806077768438,6.977903038884219,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.764611152845234,0.0,0.0,32.35863932645666,0.0,0.0,0.0,0.0,0.0,8.07246736935477,0.0,0.0,7.983440063006542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.56355899853543,346.212467561595,0.14893617021276595
807,807,0.0,32.35244929162087,0.0,0.0,8.08271113423758,0.0,0.0,20.93091104401083,0.0,8.068402958569699,0.0,10.0,0.0,0.0,0.0,0.0,14.772322022984033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.91781875390526,0.0,0.0,0.0,0.0,0.0,67.09930413317194,0.0,0.0,8.080546965824498,0.0,0.0,20.94022782168529,0.0,0.0,0.0,0.0,0.0,42.95328190386148,0.0,8.076826031298808,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071843149609158,0.0,13.957669721326178,6.978834860663089,2.0,0.0,20.94766046717197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.580585764893193,0.0,0.0,0.0,0.0,17.22900956342845,17.22900956342845,1.0,0.0,0.0,0.0,51.56355899853543,346.212467561595,0.14893617021276595
808,808,0.0,0.0,0.0,0.0,0.0,0.0,9.795057612647549,107.74563373912304,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.139742640568013,55.76858452312407,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.686484972049608,20.059454916148823,0.33333333333333337,0.0,0.0,0.0,0.0,32.336940594323536,0.0,0.0,14.497719255859822,0.0,0.0,14.766736293984767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3880185971654875,7.3880185971654875,1.0,0.0,0.0,0.0,0.0,8.07246736935477,0.0,0.0,0.0,0.0,7.751045117971802,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,51.56355899853543,346.212467561595,0.14893617021276595
