dep,date,month,tx_incid
02,2020-10-16,2020-10,168.805246649558
02,2020-10-17,2020-10,173.557646611539
02,2020-10-18,2020-10,173.937838608497
02,2020-10-19,2020-10,195.418686436651
02,2020-10-20,2020-10,216.329246269366
02,2020-10-21,2020-10,228.49539017203702
02,2020-10-22,2020-10,256.439501948484
02,2020-10-23,2020-10,276.209485790324
02,2020-10-24,2020-10,289.32610968539103
02,2020-10-25,2020-10,290.08649367930803
02,2020-10-26,2020-10,296.359661629123
02,2020-10-27,2020-10,306.81494154547994
02,2020-10-28,2020-10,323.543389411653
02,2020-10-29,2020-10,317.460317460317
02,2020-10-30,2020-10,319.171181446631
02,2020-10-31,2020-10,324.874061401008
02,2020-11-01,2020-11,326.014637391883
02,2020-11-02,2020-11,334.568957323448
02,2020-11-03,2020-11,330.95713335234296
02,2020-11-04,2020-11,334.37886132496897
02,2020-11-05,2020-11,335.329341317365
02,2020-11-06,2020-11,330.196749358426
02,2020-11-07,2020-11,334.568957323448
02,2020-11-08,2020-11,333.808573329531
02,2020-11-09,2020-11,324.30377340557004
02,2020-11-10,2020-11,317.270221461838
02,2020-11-11,2020-11,264.23343788613204
02,2020-11-12,2020-11,248.075278015398
02,2020-11-13,2020-11,238.19028609447798
02,2020-11-14,2020-11,219.18068624655498
02,2020-11-15,2020-11,219.37078224503398
02,2020-11-16,2020-11,197.509742419922
02,2020-11-17,2020-11,174.508126603935
02,2020-11-18,2020-11,198.840414409277
02,2020-11-19,2020-11,189.145518486836
02,2020-11-20,2020-11,171.276494629788
02,2020-11-21,2020-11,162.151886702785
02,2020-11-22,2020-11,160.631118714951
02,2020-11-23,2020-11,158.3499667332
02,2020-11-24,2020-11,150.746126794031
02,2020-11-25,2020-11,142.381902860945
02,2020-11-26,2020-11,135.728542914172
02,2020-11-27,2020-11,129.075182967399
02,2020-11-28,2020-11,124.512879003897
02,2020-11-29,2020-11,125.463358996293
02,2020-11-30,2020-11,118.239711054082
02,2020-12-01,2020-12,122.23172702214599
02,2020-12-02,2020-12,121.28124702975
02,2020-12-03,2020-12,115.958559072332
02,2020-12-04,2020-12,123.562399011501
02,2020-12-05,2020-12,132.11671894306602
02,2020-12-06,2020-12,133.82758292937902
02,2020-12-07,2020-12,145.423438836612
02,2020-12-08,2020-12,144.853150841175
02,2020-12-09,2020-12,152.076798783386
02,2020-12-10,2020-12,165.003326679973
02,2020-12-11,2020-12,177.549662579603
02,2020-12-12,2020-12,179.450622564395
02,2020-12-13,2020-12,177.549662579603
02,2020-12-14,2020-12,192.757342457941
02,2020-12-15,2020-12,205.683870354529
02,2020-12-16,2020-12,230.396350156829
02,2020-12-17,2020-12,253.207869974337
02,2020-12-18,2020-12,255.869213953046
02,2020-12-19,2020-12,258.910749928714
02,2020-12-20,2020-12,265.18391787852903
02,2020-12-21,2020-12,264.80372588157
02,2020-12-22,2020-12,262.33247790134
02,2020-12-23,2020-12,248.645566010835
02,2020-12-24,2020-12,213.287710293698
02,2020-12-25,2020-12,171.466590628267
02,2020-12-26,2020-12,168.995342648037
02,2020-12-27,2020-12,164.052846687577
02,2020-12-28,2020-12,162.341982701264
02,2020-12-29,2020-12,168.4250546526
02,2020-12-30,2020-12,162.722174698223
02,2020-12-31,2020-12,170.135918638913
02,2021-01-01,2021-01,172.226974622184
02,2021-01-02,2021-01,177.73975857808202
02,2021-01-03,2021-01,176.789278585686
02,2021-01-04,2021-01,172.03687862370498
02,2021-01-05,2021-01,160.060830719513
02,2021-01-06,2021-01,158.15987073472098
02,2021-01-07,2021-01,161.01131071191003
02,2021-01-08,2021-01,195.60878243513
02,2021-01-09,2021-01,192.94743845641997
02,2021-01-10,2021-01,193.327630453379
02,2021-01-11,2021-01,205.49377435604998
02,2021-01-12,2021-01,211.57684630738498
02,2021-01-13,2021-01,214.99857428001098
02,2021-01-14,2021-01,220.511358235909
02,2021-01-15,2021-01,219.560878243513
02,2021-01-16,2021-01,219.37078224503398
02,2021-01-17,2021-01,219.750974241992
02,2021-01-18,2021-01,224.503374203973
02,2021-01-19,2021-01,230.396350156829
02,2021-01-20,2021-01,238.570478091436
02,2021-01-21,2021-01,248.075278015398
02,2021-01-22,2021-01,254.72863796217098
02,2021-01-23,2021-01,256.819693945442
02,2021-01-24,2021-01,257.580077939359
02,2021-01-25,2021-01,265.18391787852903
02,2021-01-26,2021-01,270.50660583594697
02,2021-01-27,2021-01,270.50660583594697
02,2021-01-28,2021-01,265.56410987548696
02,2021-01-29,2021-01,263.663149890695
02,2021-01-30,2021-01,265.18391787852903
02,2021-01-31,2021-01,264.423533884612
02,2021-02-01,2021-02,259.86122992111
02,2021-02-02,2021-02,257.960269936318
02,2021-02-03,2021-02,262.712669898299
02,2021-02-04,2021-02,268.035357855717
02,2021-02-05,2021-02,267.655165858759
02,2021-02-06,2021-02,268.035357855717
02,2021-02-07,2021-02,268.225453854196
02,2021-02-08,2021-02,273.548141811615
02,2021-02-09,2021-02,276.589677787283
02,2021-02-10,2021-02,276.019389791845
02,2021-02-11,2021-02,270.316509837468
02,2021-02-12,2021-02,270.126413838989
02,2021-02-13,2021-02,264.23343788613204
02,2021-02-14,2021-02,264.613629883091
