Season,Round,GrandPrix,Circuit,DriverNumber,Position,Points,Nationality,Constructor,GridPosition,RaceResults,FullName
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,3.0,1,10.0,German,Ferrari,3,Finished,Michael Schumacher
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,4.0,2,6.0,Brazilian,Ferrari,4,Finished,Rubens Barrichello
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,9.0,3,4.0,German,Williams,11,Finished,Ralf Schumacher
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,22.0,4,3.0,Canadian,BAR,8,Finished,Jacques Villeneuve
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,11.0,5,2.0,Italian,Benetton,9,Finished,Giancarlo Fisichella
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,23.0,6,1.0,Brazilian,BAR,16,Finished,Ricardo Zonta
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,12.0,7,0.0,Austrian,Benetton,14,Finished,Alexander Wurz
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,20.0,8,0.0,Spanish,Minardi,18,+1 Lap,Marc Gené
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,15.0,9,0.0,German,Prost,15,+2 Laps,Nick Heidfeld
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,17.0,10,0.0,Finnish,Sauber,10,Disqualified,Mika Salo
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,10.0,11,0.0,British,Williams,21,Engine,Jenson Button
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,16.0,12,0.0,Brazilian,Sauber,19,Transmission,Pedro Diniz
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,21.0,13,0.0,Argentine,Minardi,22,Gearbox,Gastón Mazzacane
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,5.0,14,0.0,German,Jordan,5,Hydraulics,Heinz-Harald Frentzen
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,6.0,15,0.0,Italian,Jordan,6,Engine,Jarno Trulli
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,14.0,16,0.0,French,Prost,17,Hydraulics,Jean Alesi
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,1.0,17,0.0,Finnish,McLaren,1,Engine,Mika Häkkinen
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,19.0,18,0.0,Dutch,Arrows,13,Suspension,Jos Verstappen
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2.0,19,0.0,British,McLaren,2,Engine,David Coulthard
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,18.0,20,0.0,Spanish,Arrows,12,Suspension,Pedro de la Rosa
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,7.0,21,0.0,British,Jaguar,7,Spun off,Eddie Irvine
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,8.0,22,0.0,British,Jaguar,20,Clutch,Johnny Herbert
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,3.0,1,10.0,German,Ferrari,3,Finished,Michael Schumacher
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,11.0,2,6.0,Italian,Benetton,5,Finished,Giancarlo Fisichella
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,5.0,3,4.0,German,Jordan,7,Finished,Heinz-Harald Frentzen
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,6.0,4,3.0,Italian,Jordan,12,Finished,Jarno Trulli
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,9.0,5,2.0,German,Williams,11,+1 Lap,Ralf Schumacher
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,10.0,6,1.0,British,Williams,9,+1 Lap,Jenson Button
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,19.0,7,0.0,Dutch,Arrows,14,+1 Lap,Jos Verstappen
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,18.0,8,0.0,Spanish,Arrows,16,+1 Lap,Pedro de la Rosa
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,23.0,9,0.0,Brazilian,BAR,8,+2 Laps,Ricardo Zonta
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,21.0,10,0.0,Argentine,Minardi,20,+2 Laps,Gastón Mazzacane
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,2.0,11,0.0,British,McLaren,2,Disqualified,David Coulthard
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,8.0,12,0.0,British,Jaguar,17,Gearbox,Johnny Herbert
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,20.0,13,0.0,Spanish,Minardi,18,Engine,Marc Gené
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,1.0,14,0.0,Finnish,McLaren,1,Oil pressure,Mika Häkkinen
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,4.0,15,0.0,Brazilian,Ferrari,4,Hydraulics,Rubens Barrichello
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,7.0,16,0.0,British,Jaguar,6,Spun off,Eddie Irvine
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,22.0,17,0.0,Canadian,BAR,10,Gearbox,Jacques Villeneuve
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,14.0,18,0.0,French,Prost,15,Electrical,Jean Alesi
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,15.0,19,0.0,German,Prost,19,Engine,Nick Heidfeld
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,12.0,20,0.0,Austrian,Benetton,13,Engine,Alexander Wurz
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,16.0,21,0.0,Brazilian,Sauber,0,Safety concerns,Pedro Diniz
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,17.0,22,0.0,Finnish,Sauber,0,Safety concerns,Mika Salo
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,3.0,1,10.0,German,Ferrari,2,Finished,Michael Schumacher
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,1.0,2,6.0,Finnish,McLaren,1,Finished,Mika Häkkinen
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,2.0,3,4.0,British,McLaren,3,Finished,David Coulthard
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,4.0,4,3.0,Brazilian,Ferrari,4,Finished,Rubens Barrichello
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,22.0,5,2.0,Canadian,BAR,9,+1 Lap,Jacques Villeneuve
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,17.0,6,1.0,Finnish,Sauber,12,+1 Lap,Mika Salo
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,7.0,7,0.0,British,Jaguar,7,+1 Lap,Eddie Irvine
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,16.0,8,0.0,Brazilian,Sauber,10,+1 Lap,Pedro Diniz
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,12.0,9,0.0,Austrian,Benetton,11,+1 Lap,Alexander Wurz
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,8.0,10,0.0,British,Jaguar,17,+1 Lap,Johnny Herbert
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,11.0,11,0.0,Italian,Benetton,19,+1 Lap,Giancarlo Fisichella
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,23.0,12,0.0,Brazilian,BAR,14,+1 Lap,Ricardo Zonta
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,21.0,13,0.0,Argentine,Minardi,20,+2 Laps,Gastón Mazzacane
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,19.0,14,0.0,Dutch,Arrows,16,+3 Laps,Jos Verstappen
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,6.0,15,0.0,Italian,Jordan,8,Gearbox,Jarno Trulli
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,18.0,16,0.0,Spanish,Arrows,13,Spun off,Pedro de la Rosa
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,9.0,17,0.0,German,Williams,5,Fuel system,Ralf Schumacher
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,14.0,18,0.0,French,Prost,15,Hydraulics,Jean Alesi
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,15.0,19,0.0,German,Prost,22,Hydraulics,Nick Heidfeld
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,10.0,20,0.0,British,Williams,18,Engine,Jenson Button
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,20.0,21,0.0,Spanish,Minardi,21,Spun off,Marc Gené
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,5.0,22,0.0,German,Jordan,6,Gearbox,Heinz-Harald Frentzen
2000,4,British Grand Prix,Silverstone Circuit,2.0,1,10.0,British,McLaren,4,Finished,David Coulthard
2000,4,British Grand Prix,Silverstone Circuit,1.0,2,6.0,Finnish,McLaren,3,Finished,Mika Häkkinen
2000,4,British Grand Prix,Silverstone Circuit,3.0,3,4.0,German,Ferrari,5,Finished,Michael Schumacher
2000,4,British Grand Prix,Silverstone Circuit,9.0,4,3.0,German,Williams,7,Finished,Ralf Schumacher
2000,4,British Grand Prix,Silverstone Circuit,10.0,5,2.0,British,Williams,6,Finished,Jenson Button
2000,4,British Grand Prix,Silverstone Circuit,6.0,6,1.0,Italian,Jordan,11,Finished,Jarno Trulli
2000,4,British Grand Prix,Silverstone Circuit,11.0,7,0.0,Italian,Benetton,12,+1 Lap,Giancarlo Fisichella
2000,4,British Grand Prix,Silverstone Circuit,17.0,8,0.0,Finnish,Sauber,18,+1 Lap,Mika Salo
2000,4,British Grand Prix,Silverstone Circuit,12.0,9,0.0,Austrian,Benetton,20,+1 Lap,Alexander Wurz
2000,4,British Grand Prix,Silverstone Circuit,14.0,10,0.0,French,Prost,15,+1 Lap,Jean Alesi
2000,4,British Grand Prix,Silverstone Circuit,16.0,11,0.0,Brazilian,Sauber,13,+1 Lap,Pedro Diniz
2000,4,British Grand Prix,Silverstone Circuit,8.0,12,0.0,British,Jaguar,14,+1 Lap,Johnny Herbert
2000,4,British Grand Prix,Silverstone Circuit,7.0,13,0.0,British,Jaguar,9,+1 Lap,Eddie Irvine
2000,4,British Grand Prix,Silverstone Circuit,20.0,14,0.0,Spanish,Minardi,21,+1 Lap,Marc Gené
2000,4,British Grand Prix,Silverstone Circuit,21.0,15,0.0,Argentine,Minardi,22,+1 Lap,Gastón Mazzacane
2000,4,British Grand Prix,Silverstone Circuit,22.0,16,0.0,Canadian,BAR,10,+4 Laps,Jacques Villeneuve
2000,4,British Grand Prix,Silverstone Circuit,5.0,17,0.0,German,Jordan,2,+6 Laps,Heinz-Harald Frentzen
2000,4,British Grand Prix,Silverstone Circuit,15.0,18,0.0,German,Prost,17,Engine,Nick Heidfeld
2000,4,British Grand Prix,Silverstone Circuit,23.0,19,0.0,Brazilian,BAR,16,Spun off,Ricardo Zonta
2000,4,British Grand Prix,Silverstone Circuit,4.0,20,0.0,Brazilian,Ferrari,1,Hydraulics,Rubens Barrichello
2000,4,British Grand Prix,Silverstone Circuit,18.0,21,0.0,Spanish,Arrows,19,Electrical,Pedro de la Rosa
2000,4,British Grand Prix,Silverstone Circuit,19.0,22,0.0,Dutch,Arrows,8,Electrical,Jos Verstappen
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1.0,1,10.0,Finnish,McLaren,2,Finished,Mika Häkkinen
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2.0,2,6.0,British,McLaren,4,Finished,David Coulthard
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,4.0,3,4.0,Brazilian,Ferrari,3,Finished,Rubens Barrichello
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,9.0,4,3.0,German,Williams,5,Finished,Ralf Schumacher
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,3.0,5,2.0,German,Ferrari,1,Finished,Michael Schumacher
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,5.0,6,1.0,German,Jordan,8,Finished,Heinz-Harald Frentzen
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,17.0,7,0.0,Finnish,Sauber,12,+1 Lap,Mika Salo
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,23.0,8,0.0,Brazilian,BAR,16,+1 Lap,Ricardo Zonta
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,11.0,9,0.0,Italian,Benetton,13,+1 Lap,Giancarlo Fisichella
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,12.0,10,0.0,Austrian,Benetton,18,+1 Lap,Alexander Wurz
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,7.0,11,0.0,British,Jaguar,9,+1 Lap,Eddie Irvine
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,6.0,12,0.0,Italian,Jordan,7,+1 Lap,Jarno Trulli
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,8.0,13,0.0,British,Jaguar,14,+1 Lap,Johnny Herbert
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,20.0,14,0.0,Spanish,Minardi,20,+2 Laps,Marc Gené
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,21.0,15,0.0,Argentine,Minardi,21,+2 Laps,Gastón Mazzacane
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,15.0,16,0.0,German,Prost,19,+3 Laps,Nick Heidfeld
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,10.0,17,0.0,British,Williams,10,Engine,Jenson Button
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,19.0,18,0.0,Dutch,Arrows,11,Gearbox,Jos Verstappen
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,22.0,19,0.0,Canadian,BAR,6,Hydraulics,Jacques Villeneuve
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,14.0,20,0.0,French,Prost,17,Collision,Jean Alesi
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,18.0,21,0.0,Spanish,Arrows,22,Collision,Pedro de la Rosa
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,16.0,22,0.0,Brazilian,Sauber,15,Spun off,Pedro Diniz
2000,6,European Grand Prix,Nürburgring,3.0,1,10.0,German,Ferrari,2,Finished,Michael Schumacher
2000,6,European Grand Prix,Nürburgring,1.0,2,6.0,Finnish,McLaren,3,Finished,Mika Häkkinen
2000,6,European Grand Prix,Nürburgring,2.0,3,4.0,British,McLaren,1,+1 Lap,David Coulthard
2000,6,European Grand Prix,Nürburgring,4.0,4,3.0,Brazilian,Ferrari,4,+1 Lap,Rubens Barrichello
2000,6,European Grand Prix,Nürburgring,11.0,5,2.0,Italian,Benetton,7,+1 Lap,Giancarlo Fisichella
2000,6,European Grand Prix,Nürburgring,18.0,6,1.0,Spanish,Arrows,12,+1 Lap,Pedro de la Rosa
2000,6,European Grand Prix,Nürburgring,16.0,7,0.0,Brazilian,Sauber,15,+2 Laps,Pedro Diniz
2000,6,European Grand Prix,Nürburgring,21.0,8,0.0,Argentine,Minardi,21,+2 Laps,Gastón Mazzacane
2000,6,European Grand Prix,Nürburgring,14.0,9,0.0,French,Prost,17,+2 Laps,Jean Alesi
2000,6,European Grand Prix,Nürburgring,10.0,10,0.0,British,Williams,11,Electrical,Jenson Button
2000,6,European Grand Prix,Nürburgring,8.0,11,0.0,British,Jaguar,16,Collision,Johnny Herbert
2000,6,European Grand Prix,Nürburgring,12.0,12,0.0,Austrian,Benetton,14,Collision,Alexander Wurz
2000,6,European Grand Prix,Nürburgring,23.0,13,0.0,Brazilian,BAR,18,Spun off,Ricardo Zonta
2000,6,European Grand Prix,Nürburgring,20.0,14,0.0,Spanish,Minardi,20,Throttle,Marc Gené
2000,6,European Grand Prix,Nürburgring,22.0,15,0.0,Canadian,BAR,9,Engine,Jacques Villeneuve
2000,6,European Grand Prix,Nürburgring,7.0,16,0.0,British,Jaguar,8,Collision,Eddie Irvine
2000,6,European Grand Prix,Nürburgring,19.0,17,0.0,Dutch,Arrows,13,Spun off,Jos Verstappen
2000,6,European Grand Prix,Nürburgring,9.0,18,0.0,German,Williams,5,Collision,Ralf Schumacher
2000,6,European Grand Prix,Nürburgring,17.0,19,0.0,Finnish,Sauber,19,Halfshaft,Mika Salo
2000,6,European Grand Prix,Nürburgring,5.0,20,0.0,German,Jordan,10,Engine,Heinz-Harald Frentzen
2000,6,European Grand Prix,Nürburgring,6.0,21,0.0,Italian,Jordan,6,Collision,Jarno Trulli
2000,7,Monaco Grand Prix,Circuit de Monaco,2.0,1,10.0,British,McLaren,3,Finished,David Coulthard
2000,7,Monaco Grand Prix,Circuit de Monaco,4.0,2,6.0,Brazilian,Ferrari,6,Finished,Rubens Barrichello
2000,7,Monaco Grand Prix,Circuit de Monaco,11.0,3,4.0,Italian,Benetton,8,Finished,Giancarlo Fisichella
2000,7,Monaco Grand Prix,Circuit de Monaco,7.0,4,3.0,British,Jaguar,10,Finished,Eddie Irvine
2000,7,Monaco Grand Prix,Circuit de Monaco,17.0,5,2.0,Finnish,Sauber,13,Finished,Mika Salo
2000,7,Monaco Grand Prix,Circuit de Monaco,1.0,6,1.0,Finnish,McLaren,5,+1 Lap,Mika Häkkinen
2000,7,Monaco Grand Prix,Circuit de Monaco,22.0,7,0.0,Canadian,BAR,17,+1 Lap,Jacques Villeneuve
2000,7,Monaco Grand Prix,Circuit de Monaco,15.0,8,0.0,German,Prost,18,+1 Lap,Nick Heidfeld
2000,7,Monaco Grand Prix,Circuit de Monaco,8.0,9,0.0,British,Jaguar,11,+2 Laps,Johnny Herbert
2000,7,Monaco Grand Prix,Circuit de Monaco,5.0,10,0.0,German,Jordan,4,Spun off,Heinz-Harald Frentzen
2000,7,Monaco Grand Prix,Circuit de Monaco,19.0,11,0.0,Dutch,Arrows,15,Spun off,Jos Verstappen
2000,7,Monaco Grand Prix,Circuit de Monaco,3.0,12,0.0,German,Ferrari,1,Suspension,Michael Schumacher
2000,7,Monaco Grand Prix,Circuit de Monaco,23.0,13,0.0,Brazilian,BAR,20,Spun off,Ricardo Zonta
2000,7,Monaco Grand Prix,Circuit de Monaco,9.0,14,0.0,German,Williams,9,Spun off,Ralf Schumacher
2000,7,Monaco Grand Prix,Circuit de Monaco,6.0,15,0.0,Italian,Jordan,2,Gearbox,Jarno Trulli
2000,7,Monaco Grand Prix,Circuit de Monaco,16.0,16,0.0,Brazilian,Sauber,19,Spun off,Pedro Diniz
2000,7,Monaco Grand Prix,Circuit de Monaco,14.0,17,0.0,French,Prost,7,Transmission,Jean Alesi
2000,7,Monaco Grand Prix,Circuit de Monaco,21.0,18,0.0,Argentine,Minardi,22,Spun off,Gastón Mazzacane
2000,7,Monaco Grand Prix,Circuit de Monaco,20.0,19,0.0,Spanish,Minardi,21,Gearbox,Marc Gené
2000,7,Monaco Grand Prix,Circuit de Monaco,12.0,20,0.0,Austrian,Benetton,12,Spun off,Alexander Wurz
2000,7,Monaco Grand Prix,Circuit de Monaco,10.0,21,0.0,British,Williams,14,Engine,Jenson Button
2000,7,Monaco Grand Prix,Circuit de Monaco,18.0,22,0.0,Spanish,Arrows,16,Not restarted,Pedro de la Rosa
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,3.0,1,10.0,German,Ferrari,1,Finished,Michael Schumacher
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,4.0,2,6.0,Brazilian,Ferrari,3,Finished,Rubens Barrichello
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,11.0,3,4.0,Italian,Benetton,10,Finished,Giancarlo Fisichella
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,1.0,4,3.0,Finnish,McLaren,4,Finished,Mika Häkkinen
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,19.0,5,2.0,Dutch,Arrows,13,Finished,Jos Verstappen
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,6.0,6,1.0,Italian,Jordan,7,Finished,Jarno Trulli
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,2.0,7,0.0,British,McLaren,2,Finished,David Coulthard
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,23.0,8,0.0,Brazilian,BAR,8,Finished,Ricardo Zonta
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,12.0,9,0.0,Austrian,Benetton,14,Finished,Alexander Wurz
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,16.0,10,0.0,Brazilian,Sauber,19,Finished,Pedro Diniz
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,10.0,11,0.0,British,Williams,18,+1 Lap,Jenson Button
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,21.0,12,0.0,Argentine,Minardi,22,+1 Lap,Gastón Mazzacane
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,7.0,13,0.0,British,Jaguar,16,+3 Laps,Eddie Irvine
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,9.0,14,0.0,German,Williams,12,Collision,Ralf Schumacher
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,22.0,15,0.0,Canadian,BAR,6,Collision,Jacques Villeneuve
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,20.0,16,0.0,Spanish,Minardi,20,Spun off,Marc Gené
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,18.0,17,0.0,Spanish,Arrows,9,Collision,Pedro de la Rosa
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,17.0,18,0.0,Finnish,Sauber,15,Electrical,Mika Salo
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,14.0,19,0.0,French,Prost,17,Electrical,Jean Alesi
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,15.0,20,0.0,German,Prost,21,Engine,Nick Heidfeld
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,5.0,21,0.0,German,Jordan,5,Brakes,Heinz-Harald Frentzen
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,8.0,22,0.0,British,Jaguar,11,Gearbox,Johnny Herbert
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,2.0,1,10.0,British,McLaren,2,Finished,David Coulthard
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,1.0,2,6.0,Finnish,McLaren,4,Finished,Mika Häkkinen
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,4.0,3,4.0,Brazilian,Ferrari,3,Finished,Rubens Barrichello
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,22.0,4,3.0,Canadian,BAR,7,Finished,Jacques Villeneuve
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,9.0,5,2.0,German,Williams,5,Finished,Ralf Schumacher
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,6.0,6,1.0,Italian,Jordan,9,Finished,Jarno Trulli
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,5.0,7,0.0,German,Jordan,8,+1 Lap,Heinz-Harald Frentzen
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,10.0,8,0.0,British,Williams,10,+1 Lap,Jenson Button
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,11.0,9,0.0,Italian,Benetton,14,+1 Lap,Giancarlo Fisichella
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,17.0,10,0.0,Finnish,Sauber,12,+1 Lap,Mika Salo
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,16.0,11,0.0,Brazilian,Sauber,15,+1 Lap,Pedro Diniz
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,15.0,12,0.0,German,Prost,16,+1 Lap,Nick Heidfeld
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,7.0,13,0.0,British,Jaguar,6,+2 Laps,Eddie Irvine
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,14.0,14,0.0,French,Prost,18,+2 Laps,Jean Alesi
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,20.0,15,0.0,Spanish,Minardi,21,+2 Laps,Marc Gené
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,3.0,16,0.0,German,Ferrari,1,Engine,Michael Schumacher
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,18.0,17,0.0,Spanish,Arrows,13,Transmission,Pedro de la Rosa
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,12.0,18,0.0,Austrian,Benetton,17,Spun off,Alexander Wurz
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,21.0,19,0.0,Argentine,Minardi,22,Spun off,Gastón Mazzacane
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,19.0,20,0.0,Dutch,Arrows,20,Transmission,Jos Verstappen
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,8.0,21,0.0,British,Jaguar,11,Gearbox,Johnny Herbert
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,23.0,22,0.0,Brazilian,BAR,19,Spun off,Ricardo Zonta
2000,10,Austrian Grand Prix,A1-Ring,1.0,1,10.0,Finnish,McLaren,1,Finished,Mika Häkkinen
2000,10,Austrian Grand Prix,A1-Ring,2.0,2,6.0,British,McLaren,2,Finished,David Coulthard
2000,10,Austrian Grand Prix,A1-Ring,4.0,3,4.0,Brazilian,Ferrari,3,Finished,Rubens Barrichello
2000,10,Austrian Grand Prix,A1-Ring,22.0,4,3.0,Canadian,BAR,7,+1 Lap,Jacques Villeneuve
2000,10,Austrian Grand Prix,A1-Ring,10.0,5,2.0,British,Williams,18,+1 Lap,Jenson Button
2000,10,Austrian Grand Prix,A1-Ring,17.0,6,1.0,Finnish,Sauber,9,+1 Lap,Mika Salo
2000,10,Austrian Grand Prix,A1-Ring,8.0,7,0.0,British,Jaguar,16,+1 Lap,Johnny Herbert
2000,10,Austrian Grand Prix,A1-Ring,20.0,8,0.0,Spanish,Minardi,20,+1 Lap,Marc Gené
2000,10,Austrian Grand Prix,A1-Ring,16.0,9,0.0,Brazilian,Sauber,11,+1 Lap,Pedro Diniz
2000,10,Austrian Grand Prix,A1-Ring,12.0,10,0.0,Austrian,Benetton,14,+1 Lap,Alexander Wurz
2000,10,Austrian Grand Prix,A1-Ring,7.0,11,0.0,Brazilian,Jaguar,21,+2 Laps,Luciano Burti
2000,10,Austrian Grand Prix,A1-Ring,21.0,12,0.0,Argentine,Minardi,22,+3 Laps,Gastón Mazzacane
2000,10,Austrian Grand Prix,A1-Ring,23.0,13,0.0,Brazilian,BAR,6,Engine,Ricardo Zonta
2000,10,Austrian Grand Prix,A1-Ring,9.0,14,0.0,German,Williams,19,Brakes,Ralf Schumacher
2000,10,Austrian Grand Prix,A1-Ring,15.0,15,0.0,German,Prost,13,Collision,Nick Heidfeld
2000,10,Austrian Grand Prix,A1-Ring,14.0,16,0.0,French,Prost,17,Collision,Jean Alesi
2000,10,Austrian Grand Prix,A1-Ring,18.0,17,0.0,Spanish,Arrows,12,Gearbox,Pedro de la Rosa
2000,10,Austrian Grand Prix,A1-Ring,19.0,18,0.0,Dutch,Arrows,10,Engine,Jos Verstappen
2000,10,Austrian Grand Prix,A1-Ring,5.0,19,0.0,German,Jordan,15,Oil leak,Heinz-Harald Frentzen
2000,10,Austrian Grand Prix,A1-Ring,3.0,20,0.0,German,Ferrari,4,Collision,Michael Schumacher
