RETAIL SALES,RETAIL SALES,RETAIL SALES,RETAIL SALES,RETAIL TRANSFERS,RETAIL TRANSFERS,RETAIL TRANSFERS,RETAIL TRANSFERS,WAREHOUSE SALES,WAREHOUSE SALES,WAREHOUSE SALES,WAREHOUSE SALES
sum,mean,min,max,sum,mean,min,max,sum,mean,min,max
21659.41000000002,18.75273593073595,0.0,641.03,23666.449999999993,20.490432900432896,-1.0,642.49,5166.93,4.4735324675324675,0.0,210.0
2561.5299999999997,5.861624713958809,0.0,116.12,2831.0,6.478260869565218,0.0,119.0,12583.05,28.794164759725398,-2.0,282.0
9.129999999999999,0.45649999999999996,0.0,3.05,109.0,5.45,1.0,11.0,0.0,0.0,0.0,0.0
676.2700000000001,13.525400000000001,0.0,52.38,747.1399999999999,14.942799999999998,0.0,65.0,1005.4900000000001,20.109800000000003,0.0,63.0
175.59000000000006,1.5962727272727277,0.0,12.01,185.5,1.6863636363636363,-3.17,17.83,650.92,5.917454545454545,0.0,42.0
6.49,0.9271428571428572,0.0,3.09,8.0,1.1428571428571428,0.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
9350.30999999999,10.130346695557952,-0.16,299.64,9957.029999999999,10.78768147345612,-0.17,298.33,744.83,0.8069664138678223,0.0,22.0
1.0,0.017857142857142856,0.0,1.0,1.0,0.017857142857142856,0.0,1.0,62.0,1.1071428571428572,1.0,3.0
31.55,0.24083969465648855,0.0,3.84,17.0,0.1297709923664122,0.0,5.0,160.0,1.2213740458015268,0.0,9.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,3.769230769230769,1.0,13.0
3689.660000000003,10.393408450704234,0.0,329.27,3926.8500000000004,11.061549295774649,-0.34,308.92,958.51,2.7000281690140846,0.0,161.0
117.52000000000007,0.9326984126984132,0.0,8.33,56.83,0.451031746031746,-1.0,29.0,1.0,0.007936507936507936,0.0,1.0
0.9,0.225,0.08,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459.73999999999995,76.62333333333332,-0.01,133.98,462.91999999999996,77.15333333333332,0.0,240.0,0.0,0.0,0.0,0.0
0.64,0.128,0.0,0.4,0.0,0.0,0.0,0.0,3.0,0.6,0.0,2.0
3.8600000000000003,0.48250000000000004,0.08,1.36,1.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0
260.9700000000001,1.1547345132743367,0.0,16.86,257.7700000000001,1.1405752212389384,-2.0,56.0,0.0,0.0,0.0,0.0
4.41,0.55125,0.17,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.65,1.7743243243243245,0.0,8.78,78.0,2.108108108108108,0.0,10.0,18.0,0.4864864864864865,0.0,6.0
3051.839999999998,12.355627530364364,0.0,115.5,3600.12,14.575384615384616,0.0,116.0,10252.71,41.50894736842105,0.0,478.0
563.98,2.8922051282051284,0.0,34.99,621.0,3.1846153846153844,0.0,28.0,3688.5,18.915384615384614,-1.0,129.0
31.149999999999988,0.3146464646464645,0.0,3.56,27.840000000000003,0.28121212121212125,-0.08,6.0,100.0,1.0101010101010102,0.0,5.0
1942.1000000000004,0.9783879093198994,-0.25,59.94,1985.2600000000002,1.0001309823677582,-0.33,59.0,8665.81,4.365647355163728,-11.0,366.92
54472.510000000046,19.10645738337427,0.0,428.38,60542.0999999999,21.23539109084528,-1.0,448.33,44968.75999999998,15.772977902490346,0.0,507.0
364.3300000000001,3.1680869565217398,0.0,37.34,406.67,3.5362608695652176,-0.17,42.83,367.0,3.1913043478260867,0.0,46.0
28.54,1.78375,0.0,4.5,25.0,1.5625,0.0,4.0,345.5,21.59375,0.0,56.0
302.0500000000002,2.0831034482758635,0.0,45.94,216.83,1.4953793103448276,0.0,37.0,31.0,0.21379310344827587,0.0,4.0
26707.830000000005,66.27253101736974,0.0,1249.0,29561.67,73.35401985111662,0.0,1180.0,579824.7000000003,1438.7709677419361,0.0,16271.75
0.16,0.08,0.0,0.16,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0
12.030000000000003,0.18796875000000005,0.0,2.14,8.0,0.125,0.0,3.0,132.0,2.0625,0.0,21.0
2187.959999999999,14.884081632653055,0.0,120.16,2462.96,16.75482993197279,0.0,116.0,7505.84,51.06013605442177,-1.0,361.25
0.16,0.08,0.0,0.16,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
13540.649999999989,23.106911262798615,-0.08,167.63,14773.830000000004,25.211313993174066,-2.0,179.0,6720.6900000000005,11.468754266211604,0.0,104.0
1127.5900000000001,4.659462809917356,0.0,80.54,1421.0,5.871900826446281,0.0,82.0,5413.13,22.36830578512397,0.0,252.67
401.23,12.5384375,0.0,37.08,450.0,14.0625,0.0,38.0,1063.0,33.21875,0.0,106.0
13927.429999999998,16.026962025316454,-1.0,252.34,15442.660000000002,17.770609896432685,-1.0,286.76,12851.53,14.788872266973534,-3.0,207.0
57656.36000000012,17.298637863786414,-2.47,492.37,62968.11999999994,18.892325232523234,-2.0,497.83,54252.87999999999,16.277491749174914,-1.0,1383.0
539.3700000000005,0.3233633093525183,0.0,21.05,517.3500000000001,0.3101618705035972,-2.0,18.0,4875.93,2.9232194244604317,-3.0,90.0
552.8900000000002,9.699824561403512,0.0,63.42,511.74,8.977894736842105,-0.01,81.0,28.0,0.49122807017543857,0.0,5.0
383.1500000000004,0.4219713656387669,-0.58,12.65,440.02000000000004,0.48460352422907493,-0.34,19.0,2255.17,2.4836674008810573,0.0,63.0
5716.84,16.19501416430595,0.0,371.11,6424.46,18.19960339943343,0.0,348.0,25562.45,72.41487252124647,-3.0,1027.96
119.51000000000002,3.7346875000000006,0.0,10.16,102.5,3.203125,0.0,10.0,41.0,1.28125,0.0,5.0
44.85999999999999,0.6230555555555555,0.0,3.85,37.83,0.5254166666666666,0.0,6.0,36.92,0.5127777777777778,0.0,4.0
612.0399999999998,6.954999999999998,0.0,49.9,658.76,7.48590909090909,-1.0,50.0,579.9200000000001,6.590000000000001,0.0,34.0
1060.9600000000007,0.42387534958050366,0.0,22.0,1115.17,0.4455333599680384,0.0,23.0,8576.46,3.4264722333200157,-1.0,117.0
63.45,0.7050000000000001,0.0,2.86,69.78,0.7753333333333333,-0.89,27.0,0.0,0.0,0.0,0.0
0.57,0.285,0.16,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927.8299999999998,4.857748691099475,-0.08,69.64,1052.76,5.511832460732984,0.0,51.0,662.0,3.4659685863874348,-1.0,44.0
586.17,2.9018316831683166,0.0,54.83,680.75,3.370049504950495,0.0,51.0,1914.0,9.475247524752476,0.0,87.0
834.1500000000004,3.011371841155236,0.0,38.07,916.8800000000001,3.310036101083033,-0.51,42.0,77.83,0.2809747292418773,-1.0,8.0
134.65,1.870138888888889,0.0,13.79,155.0,2.1527777777777777,0.0,16.0,516.0,7.166666666666667,0.0,52.0
1277.3200000000002,14.351910112359553,0.0,368.64,1260.62,14.164269662921347,-0.08,428.0,0.0,0.0,0.0,0.0
67455.63000000008,14.447554080102822,0.0,813.84,75129.82999999984,16.091203683872315,-5.0,841.0,75594.98999999996,16.190831013064887,-2.0,462.0
52.04,0.3942424242424242,0.0,3.77,39.25,0.29734848484848486,-2.75,4.0,230.82999999999998,1.748712121212121,0.0,15.0
860.5100000000003,9.058000000000003,0.0,41.57,959.0100000000001,10.09484210526316,0.0,51.0,768.0,8.08421052631579,0.0,50.0
238.15999999999983,0.19913043478260856,0.0,9.32,223.17,0.18659698996655516,-1.0,9.0,3989.26,3.335501672240803,-1.0,41.0
178.34,1.42672,0.0,20.15,140.82,1.12656,0.0,17.0,93.17,0.74536,0.0,8.0
40.07,1.541153846153846,0.0,6.56,31.490000000000002,1.2111538461538462,-0.17,10.0,0.0,0.0,0.0,0.0
7360.949999999998,24.454983388704314,0.0,147.36,8332.67,27.68328903654485,0.0,164.5,9829.63,32.6565780730897,0.0,254.0
6.539999999999999,0.503076923076923,0.0,2.0,8.0,0.6153846153846154,0.0,2.0,1.0,0.07692307692307693,0.0,1.0
0.16,0.017777777777777778,0.0,0.16,1.0,0.1111111111111111,0.0,1.0,13.0,1.4444444444444444,0.0,6.0
254.38,2.9927058823529413,0.0,15.9,233.50999999999996,2.7471764705882347,0.0,15.0,115.0,1.3529411764705883,0.0,18.0
2337.2499999999986,11.51354679802955,-0.08,62.76,2635.1800000000003,12.981182266009853,-0.08,66.0,1292.0,6.364532019704433,0.0,33.0
12993.55,259.871,0.0,1616.6,14158.369999999999,283.1674,19.0,1587.99,2155.25,43.105,0.0,244.0
0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.62999999999999,0.3393333333333332,0.0,3.77,34.0,0.3238095238095238,0.0,5.0,160.0,1.5238095238095237,0.0,17.0
2.3399999999999994,0.13764705882352937,0.08,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10301.08,26.21139949109415,0.0,229.07,11862.88,30.185445292620862,0.0,247.0,47227.219999999994,120.17104325699744,-1.0,1138.5
40.030000000000015,0.5718571428571431,0.0,4.29,44.0,0.6285714285714286,0.0,6.0,30.0,0.42857142857142855,0.0,4.0
11.490000000000002,1.1490000000000002,0.0,3.16,16.92,1.6920000000000002,-0.08,13.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.6875,1.0,4.0
3267.6599999999994,8.293553299492384,0.0,115.52,3616.4000000000015,9.178680203045689,-0.08,130.92,1668.7600000000002,4.235431472081219,0.0,68.0
30.180000000000007,1.4371428571428575,0.0,5.77,25.67,1.2223809523809526,0.0,11.0,0.0,0.0,0.0,0.0
121.77,2.0994827586206894,0.0,47.25,158.0,2.7241379310344827,0.0,48.0,379.96,6.55103448275862,-1.0,74.0
167.98,5.599333333333333,0.0,16.72,173.92000000000002,5.7973333333333334,0.0,17.0,97.0,3.2333333333333334,0.0,11.0
1.63,0.02173333333333333,0.0,0.42,1.0,0.013333333333333334,0.0,1.0,111.92,1.4922666666666666,-1.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2722.6499999999987,11.158401639344257,0.0,264.53,2915.42,11.94844262295082,-3.0,309.0,1926.92,7.8972131147540985,0.0,222.0
15.610000000000001,1.7344444444444447,0.0,3.39,11.0,1.2222222222222223,0.0,5.0,0.0,0.0,0.0,0.0
114.54999999999993,0.9466942148760324,0.0,4.64,148.84,1.2300826446280992,0.0,25.0,6.0,0.049586776859504134,0.0,2.0
181.1,4.894594594594595,0.0,19.51,188.93999999999997,5.106486486486486,0.0,21.0,17.0,0.4594594594594595,-1.0,6.0
145.5,5.388888888888889,0.0,13.25,148.0,5.481481481481482,0.0,15.0,214.0,7.925925925925926,0.0,33.0
874.4299999999998,13.452769230769228,0.0,78.44,984.0,15.138461538461538,0.0,98.0,3196.42,49.17569230769231,0.0,251.0
0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.49,0.655625,0.0,3.03,8.0,0.5,0.0,3.0,8.0,0.5,0.0,2.0
24.779999999999998,1.1263636363636362,0.0,2.89,19.84,0.9018181818181819,0.0,3.0,8.0,0.36363636363636365,0.0,3.0
144.55000000000004,1.8297468354430384,0.0,14.69,171.5,2.170886075949367,0.0,23.0,837.6700000000001,10.603417721518989,0.0,71.0
9.710000000000003,0.15661290322580648,0.0,1.57,-0.08,-0.0012903225806451613,-0.08,0.0,206.0,3.3225806451612905,0.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5,1.0,4.0
9.110000000000001,0.6507142857142858,0.08,1.55,-0.08,-0.005714285714285714,-0.08,0.0,0.0,0.0,0.0,0.0
166.21000000000004,0.27472727272727276,0.0,9.16,149.66999999999996,0.24738842975206604,-1.67,7.0,2362.42,3.904826446280992,-1.0,70.0
464.5500000000001,0.888240917782027,0.0,25.27,471.6,0.9017208413001913,0.0,23.0,3041.34,5.815181644359465,-1.0,57.0
25.369999999999994,0.9060714285714283,0.0,2.63,35.0,1.25,0.0,8.0,1.0,0.03571428571428571,-1.0,1.0
0.0,0.0,0.0,0.0,247.0,27.444444444444443,9.0,53.0,0.0,0.0,0.0,0.0
4.75,0.08050847457627118,0.0,1.71,2.0,0.03389830508474576,0.0,2.0,166.0,2.8135593220338984,0.0,70.0
18462.940000000002,15.95759723422645,-1.99,286.26,20059.329999999994,17.337363872082967,-7.0,277.0,2904.4300000000003,2.510311149524633,-1.0,140.0
2.1799999999999997,0.2422222222222222,0.08,0.56,-0.83,-0.09222222222222222,-0.42,0.0,0.0,0.0,0.0,0.0
20923.170000000002,42.96338809034908,0.0,851.0,23004.25,47.23665297741273,0.0,777.0,318812.59,654.645975359343,0.0,9441.5
332.21999999999997,3.497052631578947,0.0,28.7,356.0,3.7473684210526317,0.0,27.0,1104.21,11.623263157894737,-0.5,69.0
99.19000000000001,5.220526315789474,0.0,16.03,98.92,5.206315789473685,-0.08,13.0,142.0,7.473684210526316,0.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,2.6666666666666665,1.0,12.0
390.90000000000003,15.034615384615385,0.0,46.51,441.0,16.96153846153846,-2.0,46.0,12.0,0.46153846153846156,0.0,6.0
318.53999999999974,0.24297482837528583,0.0,10.83,263.43999999999994,0.20094584286803963,-1.33,9.0,2565.57,1.9569565217391305,-1.0,37.0
12.410000000000002,0.046479400749063676,0.0,1.5,14.42,0.05400749063670412,-0.08,3.0,514.0,1.9250936329588015,0.0,24.0
15.300000000000004,0.665217391304348,0.08,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979.649999999999,10.364659685863868,0.0,171.94,2273.84,11.904921465968588,0.0,186.0,1286.67,6.736492146596859,-1.0,160.92
1397.3999999999999,6.410091743119265,0.0,57.73,1420.5,6.51605504587156,0.0,50.0,346.58,1.5898165137614677,0.0,19.0
10893.989999999989,21.318962818003893,-2.0,332.4,12024.250000000002,23.530821917808222,-2.0,369.84,12644.25,24.74412915851272,0.0,528.0
39156.79000000009,14.27516952242074,-0.01,508.18,43020.58999999991,15.683773240976999,-3.0,538.0,2928.4500000000003,1.0676084578928182,0.0,36.92
182.38,5.526666666666666,0.0,33.89,163.92,4.967272727272727,0.0,37.0,186.0,5.636363636363637,0.0,36.0
55.61999999999999,1.7941935483870965,0.08,6.42,60.42,1.949032258064516,0.0,10.0,82.0,2.6451612903225805,0.0,12.0
328.3200000000001,0.866279683377309,0.0,18.74,314.59000000000003,0.8300527704485489,-1.0,16.0,1140.92,3.0103430079155675,-1.0,38.0
0.0,0.0,0.0,0.0,2259.0,52.53488372093023,3.0,135.0,0.0,0.0,0.0,0.0
1323.33,1.9489396170839468,0.0,49.0,1607.0,2.366715758468336,0.0,50.0,9062.58,13.346951399116348,-3.0,285.0
500.44,12.511,0.0,33.72,540.84,13.521,2.0,40.0,351.0,8.775,0.0,21.0
1323.23,11.607280701754386,0.0,61.32,1455.02,12.763333333333334,-0.83,64.92,319.0,2.7982456140350878,-2.0,25.0
2733.4400000000014,5.718493723849376,0.0,53.64,2916.9000000000005,6.102301255230127,-0.16,61.0,1644.0,3.4393305439330546,-1.0,40.0
3139.870000000002,1.9006476997578705,-6.49,136.41,3319.7300000000014,2.0095217917675554,-1.0,165.0,6654.110000000001,4.027911622276029,-1.0,180.92
0.49,0.022272727272727274,0.0,0.33,0.0,0.0,0.0,0.0,53.92,2.450909090909091,1.0,9.0
2183.14,13.730440251572325,0.0,94.8,2446.0,15.383647798742139,0.0,105.0,6719.58,42.26150943396227,0.0,209.0
158.29000000000002,2.826607142857143,0.0,19.82,162.82999999999998,2.9076785714285713,0.0,24.0,23.0,0.4107142857142857,0.0,3.0
196.32000000000016,0.15218604651162804,-0.09,9.77,222.52,0.17249612403100775,-0.92,14.0,3110.6000000000004,2.4113178294573645,-2.0,43.0
2657.7,9.491785714285713,0.0,93.83,2829.1800000000003,10.104214285714287,-1.0,84.0,1761.0100000000002,6.289321428571429,0.0,65.0
23.690000000000005,0.1462345679012346,0.0,3.07,19.5,0.12037037037037036,0.0,3.0,427.0,2.6358024691358026,-2.0,19.0
15.880000000000004,0.1654166666666667,0.0,1.4,8.83,0.09197916666666667,-0.17,3.0,537.92,5.603333333333333,0.0,47.0
82.15,1.6107843137254902,0.0,8.63,17.659999999999997,0.3462745098039215,-0.17,3.0,4.0,0.0784313725490196,0.0,1.0
3789.359999999997,0.6897269748816885,-0.11,93.75,4353.1,0.7923370950127412,-11.0,96.0,35945.96,6.542766654532217,-18.0,340.93
1872.8700000000008,3.4941604477611956,-0.25,66.07,2026.7000000000007,3.781156716417912,-0.08,87.0,2024.0,3.7761194029850746,0.0,65.0
2524.580000000001,4.745451127819551,0.0,40.61,2614.3199999999997,4.914135338345864,-0.17,50.0,504.0,0.9473684210526315,-1.0,67.0
29.5,1.6388888888888888,0.34,5.59,8.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0.0
232.51000000000002,11.6255,0.0,27.35,253.65999999999997,12.682999999999998,0.0,35.0,181.0,9.05,0.0,27.0
8.28,0.6369230769230769,0.0,2.55,10.0,0.7692307692307693,0.0,5.0,5.0,0.38461538461538464,0.0,2.0
0.72,0.12,0.08,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754.9599999999996,15.128965517241376,0.0,111.45,1968.0,16.96551724137931,0.0,121.0,9477.93,81.70629310344827,0.0,367.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0
658.7299999999999,7.238791208791207,-0.13,63.29,747.0,8.208791208791208,0.0,61.0,2494.5,27.412087912087912,-1.0,126.0
678.7099999999998,11.907192982456136,0.08,50.71,603.32,10.584561403508772,-0.02,51.0,111.0,1.9473684210526316,0.0,13.0
0.75,0.1875,0.08,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4699999999999998,0.49399999999999994,0.0,1.83,2.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0
3.2,0.14545454545454548,0.0,0.73,3.0,0.13636363636363635,0.0,2.0,97.0,4.409090909090909,0.0,18.0
2413.1899999999982,3.1794334650856366,-0.77,47.16,3177.7200000000003,4.186719367588933,-1.0,112.0,2831.5,3.730566534914361,-3.0,179.0
159.08000000000004,0.5870110701107013,0.0,30.36,176.5,0.6512915129151291,-0.42,32.0,661.8299999999999,2.4421771217712176,0.0,19.0
35022.63000000003,27.14932558139537,0.0,738.0,39176.67,30.369511627906974,0.0,781.0,572623.4100000001,443.89411627906986,-3.0,9347.97
9429.610000000013,10.194172972972988,-0.17,268.78,10068.169999999998,10.884508108108106,-4.0,304.0,2384.66,2.578010810810811,-1.0,114.0
6.49,0.2317857142857143,0.08,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.625,0.0,3.0,17.0,1.0625,0.0,6.0,42.0,2.625,0.0,11.0
2310.2499999999973,0.542439539798074,0.0,28.94,2418.840000000001,0.567936135243015,-1.0,29.0,10115.660000000002,2.375125616341865,-4.0,85.0
875.6199999999999,15.636071428571427,0.0,46.18,968.1700000000001,17.28875,0.0,54.0,86.0,1.5357142857142858,0.0,30.0
0.25,0.017857142857142856,0.0,0.25,1.0,0.07142857142857142,0.0,1.0,216.75,15.482142857142858,1.0,33.0
3723.2999999999984,20.017741935483862,0.0,262.62,4221.67,22.69715053763441,0.0,278.96,14874.31,79.96940860215054,0.0,638.0
1147.4299999999998,9.253467741935482,0.0,101.0,1213.87,9.789274193548387,-3.08,90.0,507.0,4.088709677419355,0.0,36.0
0.97,0.194,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332.14000000000004,2.4422058823529413,0.0,45.9,314.69000000000005,2.31389705882353,-1.0,36.0,211.5,1.5551470588235294,0.0,21.0
1.2,0.013953488372093023,0.0,0.32,4.0,0.046511627906976744,0.0,4.0,118.0,1.372093023255814,0.0,3.0
6.48,0.2817391304347826,0.08,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920.7,5.648466257668712,0.0,37.0,1088.0,6.674846625766871,0.0,42.0,2234.0,13.705521472392638,-1.0,97.0
26.299999999999997,2.922222222222222,1.85,4.3,30.0,3.3333333333333335,0.0,7.0,0.0,0.0,0.0,0.0
14.340000000000002,0.4625806451612904,0.08,1.76,-0.32,-0.01032258064516129,-0.16,0.0,0.0,0.0,0.0,0.0
1.37,0.050740740740740746,0.0,0.4,1.0,0.037037037037037035,0.0,1.0,61.0,2.259259259259259,0.0,10.0
1110.6400000000003,10.577523809523813,0.0,55.99,1254.1000000000001,11.943809523809525,-0.08,67.92,912.0,8.685714285714285,0.0,77.0
1109.7900000000013,0.5711734431291824,-0.33,25.09,1221.98,0.6289140504374678,-0.84,58.0,5150.01,2.6505455481214617,-1.0,80.0
0.9000000000000001,0.15000000000000002,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.42,0.1594186046511628,0.0,6.8,31.33,0.18215116279069765,0.0,8.0,267.83000000000004,1.557151162790698,0.0,17.0
4330.0999999999985,12.30142045454545,0.0,190.0,4868.0,13.829545454545455,0.0,205.0,49815.91999999997,141.52249999999992,0.0,1166.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3855.4799999999996,20.291999999999998,0.0,227.9,4165.990000000001,21.92626315789474,0.0,237.0,4202.93,22.120684210526317,-2.0,241.0
1.0,0.3333333333333333,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,36.0,12.0,2.0,25.0
250.09,2.7482417582417584,-1.0,17.27,251.58999999999995,2.764725274725274,0.0,21.0,19.0,0.2087912087912088,0.0,4.0
1157.0000000000018,2.3468559837728233,-1.49,35.89,1080.71,2.19210953346856,-2.0,36.0,743.92,1.5089655172413792,-1.0,23.0
24988.55,10.394571547420965,0.0,399.94,27125.039999999957,11.283294509151396,-7.0,451.0,4097.09,1.7042803660565724,-7.0,140.0
97.07999999999997,0.6105660377358488,0.0,8.56,162.25,1.020440251572327,0.0,20.0,252.0,1.5849056603773586,0.0,7.0
